id,team_id,entity_type,type,pipeline_source,consequence_type,push_eligible,created_sthlm,pushed_sthlm,push_latency_min,preview_fixture_id,match_id,everyone_talking,headline,push_title,push_text,immersive_context,talking_points
5dc2b875-d5ab-44fc-a9f1-6e919ebc64c9,jordan,country,matchday,edge_function,,f,2026-06-28 05:58:05.410718,,,,1489421,t,Jordan lost 1-3 to Argentina,,,,"[""Keep it kind, their World Championship is over.""]"
0000c51e-ee50-47a9-a5b2-8c03cd979fbf,argentina,country,matchday,edge_function,,f,2026-06-28 05:58:05.498895,,,,1489421,f,Argentina beat Jordan 3-1,,,,"[""He gets to enjoy this one. Ask him who he wants to avoid in the draw.""]"
89b7f7f7-ce33-4b6e-8e7f-968f788f1f09,argentina,country,news,edge_function,WC_RIVAL_RESULT,t,2026-06-28 06:00:15.579869,2026-06-28 06:15:04.318,14.8123021833333333,,1489418,f,Austria could only draw 3-3 at Algeria.,Argentina's group,Austria could only draw 3-3 at Algeria in Argentina's group.,,"[""Ask him what that result does to Argentina's group.""]"
bb3a0598-d27c-4b9c-b367-9bb29e979606,jordan,country,news,edge_function,WC_RIVAL_RESULT,t,2026-06-28 06:00:15.842844,2026-06-28 06:15:04.416,14.8095526000000000,,1489418,f,Austria could only draw 3-3 at Algeria.,Jordan's group,Austria could only draw 3-3 at Algeria in Jordan's group.,,"[""Ask him what Jordan need from their own game now.""]"
29fd394f-6add-4423-afa2-57ea5764a712,algeria,country,matchday,edge_function,,f,2026-06-28 06:00:16.206048,,,,1489418,t,Algeria drew 3-3 with Austria,,,,"[""Ask him what they need from their next game.""]"
aa192f54-cc26-4ed0-b25d-1d6faa636a13,austria,country,matchday,edge_function,,f,2026-06-28 06:00:16.302467,,,,1489418,f,Austria drew 3-3 with Algeria,,,,"[""Ask him what they need from their next game.""]"
591717f9-5c3b-4dad-8c6d-fea6dccd19ed,algeria,country,news,routine,,f,2026-06-28 08:43:58.288703,,,,,t,Algeria are through to the World Cup last 32. It took injury-time goals and a 3-3 draw with Austria.,Giddy for a week,Algeria scraped through on a 3-3 draw with Austria. Both scored in injury time.,"It's like your Hinge match texting back right after you'd deleted the app. Perfect timing, maximum chaos.","[""Tell him Algeria made it to the last 32 on a 3-3 draw with Austria. He'll explain exactly what Iran needed to go through instead."", ""Ask him: is getting through on a last-minute goal more exciting or more stressful as a fan?"", ""He's probably been tracking Group J all week. Two injury-time goals in the final minutes is the kind of thing that makes him love this tournament.""]"
febb2acb-2e11-405e-b02b-f0268a606bae,argentina,country,news,routine,,f,2026-06-28 08:44:44.908092,,,,,t,Messi scored his sixth goal of the tournament to become the first player to score in seven consecutive World Cups. Argentina beat Jordan 3-1.,T-shirt material,Messi scored again. He's now the first to score in seven World Cup tournaments.,It's like that one colleague who somehow got promoted at every single job they've ever had. Messi is just built different.,"[""Tell him Messi scored again and broke another record. He'll immediately explain exactly what seven consecutive World Cups means."", ""Ask him: is this the greatest World Cup career by any player ever? He'll have a strongly held opinion."", ""He's probably been following every Messi update all tournament. If he hasn't seen the goal yet, tell him you watched it.""]"
a28a2c33-692e-45e1-9d03-983f5afbf2b4,colombia,country,news,routine,,f,2026-06-28 08:45:19.313948,,,,,t,Colombia finished top of their World Cup group after a 0-0 draw with Portugal. A Davinson Sanchez goal was ruled out by VAR for being offside by a toe.,He'll have opinions,Colombia top their group after 0-0 with Portugal. A goal ruled out by a toe.,It's like getting marked down on your performance review for being 0.1% under target. Technically right. Completely maddening.,"[""Tell him Colombia topped their group and a goal got ruled out by VAR for being offside by a toe. He'll have feelings about that."", ""Ask him: should a goal really be ruled out when someone is offside by a toe?"", ""He'll probably already know about the VAR call. Ask him if Rooney's right to be angry about it.""]"
6e426bb6-c5bd-448a-8f55-9f54ca3f447e,croatia,country,news,routine,,f,2026-06-28 08:46:09.187902,,,,,f,Croatia are through to the World Cup last 32. Nikola Vlasic (Croatia midfielder) scored a late header to beat Ghana 2-1. They face Portugal next.,He'll come round,Croatia scraped through on a late Vlasic header. 2-1 against Ghana. Portugal next.,It's like getting your university offer confirmed on results day after checking your emails every five minutes for a week.,"[""Tell him Croatia got through on a late header by Vlasic and now face Portugal. He'll immediately start working out what that game looks like."", ""Ask him: does Croatia have enough quality to beat Portugal in the last 32?"", ""He's probably been watching this group carefully. Both Croatia and Ghana made it through, which is the kind of thing he'll find interesting.""]"
958111ba-d479-4201-bbf8-9a807548eb02,egypt,country,news,routine,,t,2026-06-28 08:46:26.367112,2026-06-28 08:46:30.638,0.07118146666666666667,,,t,Mohamed Salah (Egypt captain and Liverpool forward) is a doubt for Friday's World Cup last-32 tie against Australia after suffering a hamstring injury.,Six weeks of moping,Salah is a doubt for Egypt's last-32 tie vs Australia with a hamstring injury.,"It's like your best mate pulling out of your shared holiday the night before you fly. Technically you can still go, but it's not the same.","[""Tell him Salah has a hamstring problem and might miss the last-32 game against Australia on Friday. He'll want to know more."", ""Ask him: how much does Egypt's World Cup run depend on Salah being fit?"", ""He'll probably be waiting to hear if Salah trains. Ask him what Egypt's chances are without him.""]"
a02899b5-97b9-4259-90b1-5e011f8a13e0,england,country,news,routine,,f,2026-06-28 08:47:06.356713,,,,,t,Harry Kane (England captain) is now England's all-time World Cup scorer with 12 goals. He scored in the 2-0 win over Panama. England top the group.,Stories incoming,Kane's now England's all-time World Cup scorer with 12 goals. England top the group.,It's like the colleague who quietly became the most productive person in company history without anyone throwing them a party. Kane just did that.,"[""Tell him Kane is now England's all-time World Cup scorer with 12 goals. He'll either love it or immediately start critiquing the performance."", ""Ask him: does England's route through the knockout rounds look manageable, or is he already nervous?"", ""He'll have thoughts on whether Tuchel's side looked convincing against Panama. Ask him what he'd change.""]"
8a5a936f-8821-44b8-ac6f-5b7797cc6b0d,ghana,country,news,routine,,f,2026-06-28 08:47:35.98639,,,,,f,Ghana are through to the World Cup last 32. They lost their final group game 2-1 to Croatia but had already qualified before kick-off. They face Colombia next.,Giddy for a week,Ghana are through despite losing their last group game. Colombia on Friday.,"It's like getting your uni offer before results day, so when you slip up on your last A-level, you're still going. The result is already in.","[""Tell him Ghana lost their last group game but had already qualified, so it doesn't matter. They face Colombia next."", ""Ask him: does Ghana have a chance against Colombia, or are they realistic underdogs?"", ""He'll find the maths of how Ghana qualified interesting. They were already through before kick-off against Croatia.""]"
7020888f-abab-4bd9-88a4-f1a8411886ca,scotland,country,news,routine,,t,2026-06-28 08:48:49.419642,2026-06-28 08:48:51.952,0.04220596666666666667,,,t,Steve Clarke has resigned as Scotland manager following Scotland's group-stage exit from the World Cup.,He called it.,Steve Clarke stepped down as Scotland boss after their World Cup exit. The end of an era.,"It's like the project manager who delivered the hardest brief on record, but the client still wasn't happy with the final deck. You got there. Nobody's celebrating.","[""Tell him Clarke resigned after the World Cup exit. He'll immediately start debating who should take over."", ""Ask him: did Scotland do enough under Clarke to count his tenure as a success, given he got them to the tournament at all?"", ""He'll probably be more opinionated about the future than the farewell. Ask him who he'd give the Scotland job to.""]"
1caf9d8c-b82a-4e84-92b4-2dda4bffdf2a,spain,country,news,routine,,t,2026-06-28 08:49:44.110052,2026-06-28 08:49:46.985,0.04791580000000000000,,,t,Nico Williams (Spain winger) called a tackle by Uruguay's de la Cruz 'completely unnecessary.' He was injured in the challenge during Spain's 1-0 win.,He'll have a take,Williams called the tackle that hurt him 'completely unnecessary.' Spain are not happy.,It's like sending a voice note to the group chat after a night out calling out the friend who spilled your drink and disappeared. He's said it now.,"[""Tell him Williams called the tackle that hurt him 'completely unnecessary.' He'll want to know if Williams is fit for the next game."", ""Ask him: should players call this stuff out publicly, or keep it quiet?"", ""He'll probably have seen the clip. Ask him if the tackle was as bad as Williams is saying.""]"
2308dc8a-8345-4653-8989-5210a8d0d792,canada,country,news,routine,,t,2026-06-28 08:50:22.213581,2026-06-28 08:50:24.384,0.03617365000000000000,,,f,Alphonso Davies (Canada's Bayern Munich star) is back for Canada's knockout match against South Africa tonight.,Cancel weekend plans,Davies is back for Canada vs South Africa tonight. Canada's biggest moment.,It's like your lead singer recovering just in time for the headline show after everyone thought the tour was done. Canada really needed this.,"[""Tell him Alphonso Davies is back for Canada tonight. He'll want to watch."", ""Ask him: do Canada have a chance to go far in this tournament, or is tonight as good as it gets?"", ""He'll probably know Davies from Bayern Munich. Ask him if Davies makes Canada a different side against South Africa.""]"
906fd218-1adb-48b5-867c-acdd057f672b,portugal,country,news,routine,,f,2026-06-28 08:50:49.132806,,,,,f,Portugal are through to the World Cup last 32 after a gripping 0-0 draw with Colombia. They finished second in the group and face Croatia next on Wednesday.,He'll come round,Portugal scraped through on a 0-0 draw with Colombia. Croatia next on Wednesday.,"It's like scraping a first-class degree after a close exam. You made it, but you're replaying the paper on the train home.","[""Tell him Portugal drew 0-0 with Colombia and are through as runners-up. Croatia on Wednesday."", ""Ask him: can Portugal go far in this tournament, or is second place in the group a warning sign?"", ""He'll probably have thoughts on how Portugal performed. Ask him if he's confident or nervous about the Croatia match.""]"
5358381c-358f-413c-b5e1-afc1f71b4e0b,japan,country,news,routine,,t,2026-06-28 08:51:20.415821,2026-06-28 08:51:22.733,0.03861965000000000000,,,t,"Japan face Brazil in the World Cup last 32 tomorrow. The Guardian say it's one of the most eye-catching ties of the round, and that Brazil could be gone.",Whiteboard material,Japan vs Brazil tomorrow in the last 32. The Guardian say this could be an upset.,"It's like the TikTok creator with 50k followers getting booked on the same festival stage as a legacy act. On paper it's wild. In practice, anything can happen.","[""Tell him Japan face Brazil tomorrow and the Guardian think Japan could beat them. Watch his face."", ""Ask him: does he think Japan can actually beat Brazil, or is it wishful thinking?"", ""He'll already have this game in the calendar. Tell him you're interested in watching it too.""]"
2f280c86-ed1f-4181-a7df-473ad564ebe5,morocco,country,news,routine,,t,2026-06-28 08:51:35.465244,2026-06-28 08:51:38.172,0.04511260000000000000,,,f,Morocco face the Netherlands in the World Cup last 32 on Monday. The Guardian say Morocco could upset the old order and the Netherlands could be gone.,Whiteboard material,Morocco vs Netherlands in the last 32 on Monday. The Guardian say the Dutch could be gone.,It's like the Depop seller who keeps selling out to the luxury brands and keeps delivering. Everyone expects Morocco to fold. They keep not folding.,"[""Tell him Morocco face the Netherlands on Monday and the Guardian think Morocco could win. He'll have strong feelings."", ""Ask him: does Morocco have a realistic chance against the Netherlands, or is the 2022 semi-final run a one-off?"", ""He'll probably know Morocco's record in big tournaments. Ask him who he's backing.""]"
afd71202-0673-4582-b475-5742771b41f1,congo_dr,country,news,routine,,f,2026-06-28 08:54:55.979074,,,,,t,"DR Congo are in the World Cup last 32 for the first time ever. They beat Uzbekistan 3-1, with Yoane Wissa scoring twice. England await.",Phone-his-dad moment,DR Congo reached the World Cup last 32 for the first time. They face England on Wednesday.,It's like the intern who's been overlooked for three years suddenly landing the biggest client in company history. Nobody saw it coming.,"[""Tell him DR Congo just made history and they're the team England face in the last 32. Watch his reaction."", ""Ask him: will England be taking this seriously enough, given how they struggled against Panama?"", ""Tell him Yoane Wissa scored twice in the comeback win. He'll know the name and have a view on what England are up against.""]"
71ecadde-50ee-40ec-9cf6-d434536e03ea,algeria,country,sunday_brief,routine,,t,2026-06-28 11:27:40.686439,2026-06-28 11:27:44.028,0.05569268333333333333,,,f,Algeria through to the round of 32 after a 3-3 draw with Austria on the final day.,Algeria through as wild card,"Drew 3-3 with Austria on the final day. Fourth in group points, into the last 32.","Algeria drew 3-3 with Austria. Four points, third place, through as wild card. Face Switzerland on July 3.","[""Tell him the draw with Austria got them through as a wild card. See if he thought it was enough."", ""Worth knowing: four points and third place in the group was just enough to make it out."", ""Switzerland on Friday. A good game to have a plan around for next week.""]"
486ff74b-0027-4260-b27f-c59ba1e3557d,argentina,country,sunday_brief,routine,,t,2026-06-28 11:27:45.056357,2026-06-28 11:27:47.265,0.03681071666666666667,,,f,Argentina won all three group games and face Cape Verde in the round of 32 on Friday.,Argentina win their group,"Perfect group stage. Nine points, three wins. Cape Verde in the round of 32 on Friday.",Argentina top Group J with nine points (W3). Round of 32 vs Cape Verde Islands on July 3.,"[""Tell him Argentina won the group with nine points. Three wins, no dropped points."", ""Cape Verde on Friday is the next one. Ask him if he is pencilling in the quarter-finals already."", ""Worth knowing: Cape Verde drew all three group games to get through. A surprise package.""]"
d4c74144-44a9-4ce8-8d0c-c90e32699edc,australia,country,sunday_brief,routine,,t,2026-06-28 11:27:48.168933,2026-06-28 11:27:50.827,0.04430111666666666667,,,f,Australia through to the round of 32 in second place. They face Egypt on Thursday.,Australia into the last 32,"Second in their group, four points. Egypt in the round of 32 on Thursday 3 July.",Australia finish 2nd in Group D with 4 points. Round of 32 vs Egypt on July 3.,"[""Ask him how he rates Australia's chances against Egypt on Thursday."", ""Worth knowing: second in their group on four points. They did enough without being spectacular."", ""Egypt also drew two of their three games to get through. Expect a tight match.""]"
32f55241-3e8b-4727-a6b6-773fbcf9cfac,austria,country,sunday_brief,routine,,t,2026-06-28 11:27:51.877852,2026-06-28 11:27:53.835,0.03261913333333333333,,,f,Austria scraped through the group on the final day and face Spain in the round of 32.,"Austria through, face Spain",Drew 3-3 with Algeria on the last day. Through as group runners-up. Spain on Thursday.,"Austria 2nd in Group J, 4 points. Round of 32 vs Spain on July 2. Tough draw.","[""Keep expectations measured for Thursday. Austria just scraped through and face Spain next."", ""Worth knowing: the 3-3 with Algeria on the last day was the one that got them out. Fine margins."", ""Ask him if Spain are the tournament favourites in his eyes, or if there is still room for an upset.""]"
0038cc3e-11f7-4ec3-bb19-1a6a26109afc,belgium,country,sunday_brief,routine,,t,2026-06-28 11:27:54.580794,2026-06-28 11:27:56.728,0.03578676666666666667,,,f,Belgium through the group unbeaten. They hammered New Zealand 5-1 and face Senegal on Wednesday.,Belgium top the group,Won 5-1 vs New Zealand. Unbeaten group stage. Senegal in the round of 32 on Wednesday.,"Belgium top Group G unbeaten, 5 points. Round of 32 vs Senegal on July 1.","[""Tell him Belgium won the group unbeaten and smashed New Zealand 5-1 to close it out."", ""Senegal on Wednesday is the round of 32. Worth knowing they are the 8th best third-placed team."", ""Ask him who he thinks Belgium's toughest opponent would be if they make the quarter-finals.""]"
70531e02-ce39-48a2-b326-c5f27d45380a,bosnia_herzegovina,country,sunday_brief,routine,,t,2026-06-28 11:27:57.411389,2026-06-28 11:27:59.257,0.03076018333333333333,,,f,Bosnia and Herzegovina are through to the round of 32. They face the USA on Thursday.,Bosnia face USA on Thursday,Through to the round of 32. Beat Qatar 3-1. Face the tournament hosts on Thursday.,Bosnia and Herzegovina through to the round of 32. Face USA on July 2.,"[""Tell him Bosnia are in the round of 32 and face the USA on Thursday. An interesting draw."", ""Worth knowing: playing the hosts on their turf is one of the toughest possible draws at this stage."", ""Ask him whether he thinks the crowd factor will decide it, or if Bosnia can handle the noise.""]"
48d7088a-243d-49de-81e4-50c9c610b968,brazil,country,sunday_brief,routine,,t,2026-06-28 11:27:59.940119,2026-06-28 11:28:02.646,0.04509801666666666667,,,f,Brazil won their group and play Japan in the round of 32 tomorrow evening.,Brazil play Japan tomorrow,Group winners with seven points. Round of 32 vs Japan on Monday. He will be glued.,Brazil top Group C with 7 points. Round of 32 vs Japan on June 29.,"[""Pre-pour his drink. Brazil vs Japan is tomorrow. He will want to watch."", ""Worth knowing: Japan drew two of their three group games, including 1-1 with Sweden. They can frustrate."", ""Ask him whether he is worried about Japan or treating it as a formality.""]"
a90be077-4a5f-446f-81ff-dda0b93cb937,canada,country,sunday_brief,routine,,t,2026-06-28 11:28:03.361022,2026-06-28 11:28:05.017,0.02759963333333333333,,,f,Canada are in the round of 32 and play South Africa today.,Canada play South Africa today,Through to the round of 32. South Africa today. He might already be watching.,"Canada in the round of 32. Playing South Africa today, June 28. Group B runners-up.","[""Check in on him today. Canada vs South Africa is on right now, or will be soon."", ""Worth knowing: Canada are playing at home in North America, so the crowd will be warm."", ""Ask him who he thinks goes through. South Africa have been solid too.""]"
d860a9a5-e208-4375-9348-e57175286e26,cape_verde,country,sunday_brief,routine,,t,2026-06-28 11:28:05.741916,2026-06-28 11:28:07.61,0.03113473333333333333,,,f,Cape Verde drew all three group games without losing and are through to face Argentina.,Cape Verde face Argentina,Drew all three group games. Unbeaten into the round of 32. Argentina on Friday.,Cape Verde drew all three group games. Through to round of 32 vs Argentina on July 3.,"[""Tell him Cape Verde drew every group game and never lost. A genuinely likeable underdog story."", ""Worth knowing: they face Argentina on Friday. The tournament favourites vs the group's surprise package."", ""Ask him if Cape Verde can give Argentina a game, or if the quality gap is just too wide.""]"
76454cac-7ca0-4889-a4f9-8f7edd017cea,colombia,country,sunday_brief,routine,,t,2026-06-28 11:28:08.349574,2026-06-28 11:28:10.284,0.03224043333333333333,,,f,Colombia won Group K and face Ghana in the round of 32 next Saturday.,Colombia win Group K,"Seven points, group winners. Ghana in the round of 32 on Saturday 4 July.",Colombia top Group K with 7 points (W2 D1). Round of 32 vs Ghana on July 4.,"[""Tell him Colombia won the group and play Ghana on Saturday in the knockouts."", ""Worth knowing: seven points as group winners. They kept a draw with Portugal to finish unbeaten."", ""Ask him how deep he thinks Colombia can go. Quarter-finals? Further?""]"
60e1fa25-8c0e-46d8-8ef8-6f0c08a20ab2,congo_dr,country,sunday_brief,routine,,t,2026-06-28 11:28:11.1301,2026-06-28 11:28:12.991,0.03101500000000000000,,,f,Congo DR are through to the round of 32 and face England on Tuesday.,Congo DR face England Tuesday,Through to the last 32. Beat Uzbekistan 3-1. Face England on Tuesday 1 July.,Congo DR through to the round of 32. Face England on July 1.,"[""England fans should know: the round of 32 is Tuesday and Congo DR are the opponents."", ""Worth knowing: Congo DR won their last group game 3-1 against Uzbekistan. Not a pushover."", ""Ask him how confident he is in England getting through. The knockout nerves start now.""]"
2a46230c-5df2-49d8-b62b-72e5f206db1f,croatia,country,sunday_brief,routine,,t,2026-06-28 11:28:13.654453,2026-06-28 11:28:15.852,0.03662578333333333333,,,f,Croatia through to the round of 32 after beating Ghana. They face Portugal on Thursday.,Croatia face Portugal Thursday,Beat Ghana 2-1 to finish second in the group. Portugal in the round of 32 on Thursday.,Croatia 2nd in Group L with 6 points. Round of 32 vs Portugal on July 2.,"[""Tell him Croatia beat Ghana on Saturday to finish second. Portugal on Thursday is the next one."", ""Worth knowing: six points, two wins out of three. Croatia head into the knockouts in decent shape."", ""Ask him whether he sees Portugal or Croatia going through on Thursday.""]"
e57049f5-be96-4569-898d-e2ae3f554cdb,curacao,country,sunday_brief,routine,,t,2026-06-28 11:28:16.952901,2026-06-28 11:28:19.188,0.03725165000000000000,,,f,Curacao finish bottom of their group and are out after the group stage.,Curacao out at the group stage,One point from three games. Lost 0-2 to Ivory Coast on Thursday. Tournament over.,Curacao finish 4th in their group with 1 point. Eliminated after the group stage.,"[""Keep it brief. One point from the group stage. The tournament is over for Curacao."", ""Worth knowing: getting to the World Cup was the achievement. Competing against Ivory Coast is a step up."", ""Ask him if he thinks nations like Curacao should be at a 48-team World Cup. It is a fair debate.""]"
0d75f423-6dfd-4735-abfa-4f89b2320c5a,czech_republic,country,sunday_brief,routine,,t,2026-06-28 11:28:19.843493,2026-06-28 11:28:21.896,0.03420845000000000000,,,f,Czech Republic go out of the World Cup after a 0-3 defeat to Mexico on the final day.,Czech Republic go out,Lost 0-3 to Mexico on Thursday. Eliminated from the group stage. Tournament over.,Czech Republic eliminated. Lost 0-3 to group winners Mexico on June 25.,"[""Keep it sympathetic. A 0-3 loss to a group-winning Mexico side is a hard way to go out."", ""Worth knowing: Mexico won the group with nine points. Czech Republic were not the only ones behind them."", ""Ask him how he thinks Czech Republic should set up for the next qualifying cycle.""]"
42d6121b-3198-443f-a309-eb2642cd4dc0,ecuador,country,sunday_brief,routine,,t,2026-06-28 11:28:22.546725,2026-06-28 11:28:24.762,0.03692125000000000000,,,f,Ecuador beat Germany to go through as a wild card and face Mexico in the round of 32.,"Ecuador beat Germany, through",Beat Germany 2-1 in the group stage. Wild card into the last 32. Mexico on Wednesday.,Ecuador beat Germany 2-1. Through as wild card (4th best 3rd-place). Face Mexico on July 1.,"[""Tell him Ecuador beat Germany 2-1 and are through. A genuine upset to know about this week."", ""Mexico on Wednesday is the round of 32. A very different kind of challenge."", ""Ask him whether the Germany win was a one-off or a sign Ecuador are better than billed.""]"
dbd55c01-6c0d-4ec0-91ab-91c991487f17,egypt,country,sunday_brief,routine,,t,2026-06-28 11:28:25.468517,2026-06-28 11:28:27.401,0.03220805000000000000,,,f,Egypt through the group unbeaten and face Australia in the round of 32 on Thursday.,Egypt through unbeaten,"Drew 1-1 with Iran. Five points, never beaten. Australia in the round of 32 on Thursday.",Egypt 2nd in their group with 5 points (W1 D2). Round of 32 vs Australia on July 3.,"[""Tell him Egypt got through unbeaten. Five points from the group, one win and two draws."", ""Worth knowing: Australia are the opponents on Thursday. Both teams came through in second place."", ""Ask him if unbeaten but with only five points counts as impressive or just getting by.""]"
71bfe5a0-29f0-448e-99b0-c6eba5ad24c9,france,country,sunday_brief,routine,,t,2026-06-28 11:28:28.10717,2026-06-28 11:28:29.871,0.02939716666666666667,,,f,France won all three group games and play Sweden in the round of 32 tomorrow.,France play Sweden tomorrow,"Perfect group stage, nine points. Round of 32 vs Sweden on Monday. He will have plans.",France top Group I with 9 points (W3). Round of 32 vs Sweden on June 30.,"[""France vs Sweden is tomorrow. He will want to watch. Worth knowing which platform has it."", ""Worth knowing: France have nine points, perfect group stage. They are one of the tournament favourites."", ""Ask him how far he thinks France go. He will have an opinion that has been forming all week.""]"
e9fe883f-2442-4404-a2c1-df62f6b8e605,germany,country,sunday_brief,routine,,t,2026-06-28 11:28:30.568681,2026-06-28 11:28:32.173,0.02673865000000000000,,,f,Germany topped their group despite losing to Ecuador and play Paraguay in the round of 32 tomorrow.,Germany play Paraguay tomorrow,Topped Group E despite losing to Ecuador. Paraguay in the round of 32 on Monday.,Germany top Group E with 6 points (W2 L1). Round of 32 vs Paraguay on June 29.,"[""Germany play tomorrow. Pre-pour his drink. Paraguay in the round of 32."", ""Worth knowing: they topped the group on six points despite losing the last game to Ecuador."", ""Ask him if the Ecuador loss concerns him or if he thinks it will not matter tomorrow.""]"
5d0aea09-7f20-4a45-9837-2f2601401435,ghana,country,sunday_brief,routine,,t,2026-06-28 11:28:32.848517,2026-06-28 11:28:34.62,0.02952471666666666667,,,f,Ghana through to the round of 32 as a wild card. Colombia on Saturday is the next one.,Ghana into the last 32,Through as a wild card on four points. Colombia in the round of 32 on Saturday.,"Ghana through as 3rd-best wild card, 4 points. Round of 32 vs Colombia on July 4.","[""Tell him Ghana made it through as a wild card despite losing to Croatia. Four points was enough."", ""Colombia on Saturday is a tough draw. Group winners on seven points."", ""Ask him if he sees Ghana causing an upset, or if Colombia have too much quality.""]"
777a5a92-b348-4f2a-953e-593d197de50c,haiti,country,sunday_brief,routine,,t,2026-06-28 11:28:35.441656,2026-06-28 11:28:37.181,0.02898906666666666667,,,f,Haiti go out after three defeats in the group stage. The tournament is over.,Haiti eliminated at groups,"Three losses, no points. Lost 2-4 to Morocco on Wednesday. Out of the tournament.",Haiti finish bottom of Group C with 0 points. Eliminated after three losses.,"[""Keep it gentle. Three losses in the group stage is a tough campaign to reflect on."", ""Worth knowing: they conceded four against Morocco in the final group game. Not the exit anyone wanted."", ""Ask him if he thinks Haiti will be better set up for the next World Cup cycle.""]"
014581f8-538f-4934-9a47-044cf434404e,iran,country,sunday_brief,routine,,t,2026-06-28 11:28:37.798082,2026-06-28 11:28:39.418,0.02699863333333333333,,,f,Iran drew all three group games but go out as the ninth-best third-placed side.,Iran out despite three draws,"Drew all three group games. Three points, went out as the ninth-best third-placed side.",Iran drew all three group games (3pts) but were eliminated as 9th-best third-placed team.,"[""Worth knowing: Iran drew every game and still went out. Three points was not enough as a third-place team."", ""Ask him if he thinks it is harsh to go out unbeaten or whether the format is the format."", ""The round of 32 carries on without them. A quiet week for Iran fans.""]"
cefb7edf-b7b9-4528-bd4f-1969886aab47,iraq,country,sunday_brief,routine,,t,2026-06-28 11:28:40.087402,2026-06-28 11:28:42.223,0.03559330000000000000,,,f,"Iraq go out at the group stage after three defeats, including a 5-0 loss to Senegal.",Iraq exit the group stage,"Three losses, no points. Lost 0-5 to Senegal on Friday. Eliminated from the tournament.",Iraq finish bottom of Group I with 0 points. Eliminated after three heavy defeats.,"[""Keep it brief. Zero points from three games is a hard group stage to revisit."", ""Worth knowing: the 0-5 to Senegal was the final group game. That tells you about the quality gap."", ""Ask him what he thinks Iraq need to do differently in the next qualifying cycle.""]"
