id,team_id,type,created_sthlm,pushed,headline,body_start
79e30976-dd09-45ea-9ea6-bc4104906d3c,everton,sunday_brief,2026-08-02 11:21:13.021534,t,Everton beat Hamburg 2-1 in pre-season yesterday and travel to VfB Stuttgart this Saturday.,"Everton ended 2025/26 in 13th place with 49 points, a steady if unglamorous season. The new pre-season is off to a solid start though: a 2-1 win over Hamburger SV in Germany yesterday was a clean result. This week the focus is Stuttgart on Saturday, another away trip in Europe. Not a lot to set puls"
2416f5b2-7e30-4738-a72f-cf0748ae52a4,fulham,sunday_brief,2026-08-02 11:21:19.792189,t,Fulham beat Farense 2-1 in Portugal yesterday and host Crystal Palace at Craven Cottage this Friday.,"Fulham finished 11th last season on 52 points, keeping their mid-table footing comfortably. Pre-season has them in Portugal: they beat Farense 2-1 on Saturday, which was a tidy result. This week brings Crystal Palace to Craven Cottage on Friday, a London pre-season friendly that always has a little "
902c95ad-a4de-4f6c-8756-48d979d73b18,leeds,sunday_brief,2026-08-02 11:21:28.275911,t,"Leeds host Liverpool in a pre-season friendly at Elland Road today, after a solid first season back in the Premier League.","Leeds returned to the Premier League in 2025/26 and finished 14th with 47 points, which was a respectable first campaign back. Pre-season has been encouraging: a 1-0 win over Sunderland last Thursday was a tidy result. Today is the interesting one though: Liverpool visit Elland Road, which will feel"
d56ed39c-6825-4f66-b4ec-3d9f9f0339bb,liverpool,sunday_brief,2026-08-02 11:21:35.368317,t,Liverpool face Leeds at Anfield in pre-season today after finishing fifth last season and securing European football.,"Liverpool ended 2025/26 in fifth place with 60 points, which keeps them in the European places. Pre-season is ticking along: a 1-0 win over Wrexham on Wednesday, and Leeds come to Anfield today. Monaco are next Sunday, so the schedule builds nicely. He will be in that quiet summer football mood, hal"
3812b44b-1a2f-4d4f-8a89-2a403195e5f0,man_city,sunday_brief,2026-08-02 11:21:43.66728,t,Man City drew 1-1 with Inter in pre-season and head to South Korea for the K-League Stars on Wednesday.,"City finished second in the Premier League last season with 78 points, seven behind Arsenal. Champions League football is confirmed. Pre-season is underway: a 1-1 draw with Inter on Saturday was a solid run-out. This week they head to South Korea for the K-League Stars on Wednesday, then Atletico Ma"
9a907e30-7be2-4439-8d11-f0a3739c4153,man_utd,sunday_brief,2026-08-02 11:21:50.221842,t,Man Utd beat Atletico Madrid 2-1 in pre-season yesterday and host PSG at Old Trafford this Saturday.,"United finished third in the Premier League last season with 71 points, securing Champions League football. Pre-season is going well: a 2-1 win over Atletico Madrid yesterday was a strong result and will have lifted the mood. This week PSG visit Old Trafford on Saturday, which will feel like a state"
e9bac5a7-c484-455f-8d28-b0815e1e5ce9,newcastle,sunday_brief,2026-08-02 11:21:57.147394,t,Newcastle lost 4-1 to Bristol City in pre-season last week and head to Valencia this Saturday.,"Newcastle finished 12th last season with 49 points, a flat end to a season that promised more. Pre-season has started poorly: a 4-1 loss to Bristol City last Tuesday was the kind of result that stings even in July. Valencia away this Saturday is a step up in quality and will say more about where the"
22d67e77-0c35-441c-8713-39269f1b1cb1,nottm_forest,sunday_brief,2026-08-02 11:22:05.178673,t,"Nottingham Forest face Barcelona and Udinese in pre-season this Saturday, after a mixed week in Portugal.","Forest finished 16th last season with 44 points, enough to stay up comfortably. Pre-season has taken them to Portugal: they beat Portimonense 2-1 on Friday but lost 4-1 to Sporting CP the same day, which evens out to a busy and eventful trip. This Saturday brings two fixtures: Udinese and then Barce"
e1cc0173-eef8-4ce6-ac94-ae4c693665ab,spurs,sunday_brief,2026-08-02 11:22:11.39522,t,Spurs survived the drop in 17th last season and started pre-season with a 2-1 win over Chelsea.,"Tottenham finished 17th last season with 41 points, just two clear of the relegation zone. They survived, but it was close enough to feel uncomfortable. Pre-season is off to a better start: a 2-1 win over Chelsea on Saturday will have gone down well. Getafe come to the Lane this Saturday. He'll be c"
a5248ff6-a393-4517-9bf9-a8a02dd26efd,west_ham,sunday_brief,2026-08-02 11:22:26.37671,t,"West Ham are in the Championship after finishing 18th last season with 39 points, relegated from the bottom three.","West Ham's 2025/26 season ended in 18th place with 39 points, which was not enough to climb out of the bottom three and avoid relegation. Pre-season has them drawing 1-1 with FC Magdeburg on Saturday, and Portsmouth come to the London Stadium next Saturday. Then on August 16th, Burnley away, another"
e81483ea-0d4a-4cdd-a588-051433de0481,wolves,sunday_brief,2026-08-02 11:22:33.485308,t,"Wolves finished bottom of the Premier League last season with 20 points, and the Championship is next.","Wolves ended 2025/26 as the bottom club in the Premier League with 20 points, which meant automatic relegation. Pre-season has given something to smile about though: a 3-0 win over Racing Santander on Saturday was a tidy result. This week Port Vale visit Molineux on Friday, then Blackburn the follow"
9b56a125-8702-4a44-b5d7-c125dc4f9848,wolves,news,2026-08-04 00:48:24.258774,t,"Wolves manager Cesar Peixoto says his squad isn't carrying the weight of last season's struggles. 'It's a new era, the past is the past.'","Wolves head coach Cesar Peixoto has spoken publicly about the mindset in his dressing room. He says his squad are looking to the future and are not scarred by the past few seasons of difficulty at Molineux.

'It's a new era, the past is the past' is the message. For a team that finished bottom last "
e658a126-a80a-4a7a-80a0-f18ce6f658ff,aston_villa,news,2026-08-04 08:44:35.312349,t,"Aston Villa, Europa League winners, face PSG (Champions League winners) in the UEFA Super Cup on 12 August. European royalty, both of them.","Aston Villa won the Europa League last season, beating SC Freiburg 3-0 in the final. PSG won the Champions League. Now the two clubs meet in the UEFA Super Cup on 12 August.

This is the one European honour Villa haven't won yet. And they're going in as a proper contender, not a tourist.

[His name]"
5fa54682-4d96-4bcf-b9dd-f3ecf1fb8290,brighton,news,2026-08-05 00:47:29.980844,t,Brighton sold keeper Carl Rushworth to Coventry for a club-record £22.5m. He was on loan there last season and they made it permanent.,"Coventry have paid a club record £22.5m to sign 25-year-old goalkeeper Carl Rushworth permanently from Brighton. He was on loan there last season and impressed enough for them to pay up.

For Brighton, it's clean business. They've cashed in on a keeper who wasn't first choice and now have funds to s"
31056ea9-b70d-47d5-b796-46c41f5621c1,southampton,news,2026-08-05 00:49:12.750867,t,Southampton midfielder Flynn Downes says they have a 'chip on their shoulder' and will win the Championship this season.,"Southampton midfielder Flynn Downes says he and his team-mates are carrying a 'chip on their shoulder' after last season's relegation, and he believes that mentality will help them win the Championship.

It's a bold call. They're not just talking about bouncing back, they're calling the whole divisi"
8f2099c1-9f82-436d-bdf2-8506d56eb708,man_city,news,2026-08-07 00:55:03.440148,t,"Manchester City have sold goalkeeper James Trafford to Leeds United in a deal worth up to £45m, with a 20 per cent sell-on clause in the agreement.","Manchester City have sold goalkeeper James Trafford to Leeds United in a deal worth up to £45m. City kept a 20 per cent sell-on clause in the deal, so they stand to benefit if Leeds move him on in the future. Trafford, who spent last season on loan at Burnley, heads to Elland Road as Leeds look to s"
09887e1f-f43d-4b31-965e-baf74bf5b927,nottm_forest,news,2026-08-07 08:55:59.214911,t,Nottingham Forest take on Barcelona in a pre-season friendly tomorrow as they prepare for the new Premier League season.,"Nottingham Forest go up against Barcelona in a pre-season friendly tomorrow, and it doesn't get much bigger than that in the summer. It's the headline match of Forest's pre-season tour, which has already included wins over Blackburn and Notts County and a draw against Portuguese side Guimaraes.

For"
f88060ef-6c06-4f4e-b480-3f16fefffd54,wolves,news,2026-08-07 08:56:21.688255,t,"Wolves host Port Vale at Molineux tonight in the League Cup, kicking off their competitive season with Raul Jimenez back at the club.","Wolves begin competitive football again tonight, hosting Port Vale at Molineux in the League Cup (kick-off 6:45pm). It's their first match since relegation, and it comes just days after Raul Jimenez's return to the club, Sky Sports called it 'the most romantic signing of the summer'.

Wolves finishe"
a50ebdf7-a087-4ae0-987e-ef6c0c9b262b,west_ham,news,2026-08-07 08:56:54.733555,t,"West Ham host Portsmouth in the League Cup tomorrow, their first competitive match since being relegated from the Premier League.","West Ham kick off competitive football again tomorrow when they host Portsmouth in the League Cup. It's the Hammers' first proper match since they were relegated last season, finishing 18th on 39 points after a difficult run to the end of the campaign.

The ownership picture off the pitch has had it"
a9a9c097-9bac-4c00-bcf1-438615aea60c,arsenal,sunday_brief,2026-08-09 11:24:34.697015,t,Arsenal host Borussia Dortmund today before the Community Shield against Manchester City next Sunday.,"Arsenal won the Premier League last season with 85 points, though the summer still stings a little: they reached the Champions League Final and lost to PSG on penalties in May. The new season is already close. Today they host Borussia Dortmund at the Emirates, Como visit on Wednesday, then the Commu"
171c5dc4-cef9-44cd-b435-d1daac2bfb59,aston_villa,sunday_brief,2026-08-09 11:24:39.707358,t,Aston Villa play PSG in the UEFA Super Cup on Wednesday. They earned it by winning the Europa League last season.,"Villa had the season of their lives last year: fourth in the Premier League and Europa League winners. The reward is Wednesday at the UEFA Super Cup against PSG, who won the Champions League. Pre-season has been mixed, with a narrow 2-1 defeat to Bayern Munich on Friday in their last warm-up. None o"
8520de99-eb60-4244-98be-4d6f8a60de90,bournemouth,sunday_brief,2026-08-09 11:24:42.721493,t,Bournemouth drew 2-2 with Real Betis yesterday. The Premier League opens with a trip to Manchester City on the 23rd.,"Bournemouth finished sixth last season and head into 2026-27 with Europa League football on the agenda. Pre-season has been impressive: a 5-2 win in Augsburg, an extraordinary 10-1 against Genoa, then a 2-2 draw with Real Betis yesterday. Good momentum, even if the defence had its moments against Be"
82c9704c-ad6b-4167-aae9-2aae31be701c,burnley,sunday_brief,2026-08-09 11:24:49.930943,t,Burnley are in the Championship this season. The opening game is at home against West Ham on the 16th.,"Burnley were relegated last season after finishing 19th. The Championship campaign begins a week today at Turf Moor against West Ham, who were also relegated from the Premier League. Pre-season has had its moments: a loss to Torino, a penalty draw with Notts County yesterday. Nothing to read too muc"
c11d6a51-64b0-4591-b9f5-3b6039b35bed,crystal_palace,sunday_brief,2026-08-09 11:24:55.444673,t,"Crystal Palace beat Fulham 2-1 on Friday. The Premier League opener is away at Everton on the 22nd, then City at home six days later.",Palace had a strong end to last season and head into the new campaign with European football ahead. A 2-1 win over Fulham on Friday was a confident way to close out pre-season at home. One friendly remaining this week: away at SC Freiburg in Germany on Saturday. Then the season begins properly: Ever
d3e54c80-9eef-4d2a-a7b7-c4f67f7d3ffa,everton,sunday_brief,2026-08-09 11:24:59.685682,t,Everton lost 3-1 to Stuttgart yesterday. The Premier League season opens at home against Crystal Palace on the 22nd.,"Everton had an up-and-down pre-season. A 2-1 win at Hamburger SV last weekend was encouraging, then yesterday brought a 3-1 defeat to Stuttgart in Germany. Pre-season results are what they are, but Stuttgart are a solid side. Newcastle away on Wednesday and Lille at home on Saturday finish the frien"
ad332b6c-43d0-45e9-afe8-78cee97ea771,liverpool,sunday_brief,2026-08-09 11:25:08.414986,t,Liverpool host Monaco this afternoon. The Premier League opener is away at Newcastle on August 23rd.,"Liverpool finished fifth last season and head into 2026-27 with Champions League football on the schedule again. Pre-season has been mixed: wins over Wrexham and Sunderland in July, then a 2-4 loss to Leeds last Saturday. Today they host Monaco, then Como at home next Sunday, before the Premier Leag"
361fa40e-316a-42dc-b978-77872b0d084a,man_city,sunday_brief,2026-08-09 11:25:10.853601,t,"Manchester City face Atletico Madrid today, then the Community Shield against Arsenal at Principality Stadium next Sunday.","City finished second last season, seven points behind Arsenal. Pre-season has been solid: a 3-1 win on tour, a penalty draw with Inter. Today they face Atletico Madrid in a friendly before the standout match of the week: Arsenal at Principality Stadium in the Community Shield next Sunday. After that"
a42278a9-c2b3-4b2b-ba57-8dd569ccf7f2,man_utd,sunday_brief,2026-08-09 11:25:13.077843,t,"Manchester United drew 1-1 with PSG yesterday. Leeds on Wednesday, AC Milan on Saturday, then the Premier League opens at Hull City on the 22nd.","United finished third last season, which means Champions League football again this autumn. Pre-season has been encouraging: a 2-1 win over Atletico Madrid, then a 1-1 draw with PSG yesterday in a high-quality fixture. Leeds away on Wednesday and AC Milan at Old Trafford on Saturday wrap up the frie"
02b9da5f-a81e-46e0-8522-2a81d26b4948,spurs,sunday_brief,2026-08-09 11:25:19.301994,t,Spurs drew 1-1 with Getafe yesterday. Hoffenheim finishes pre-season before the Premier League opener at Brentford on the 22nd.,"Spurs had a difficult 17th-place finish last season, which put pressure on the whole squad to respond. Pre-season has had positive moments: wins in New Zealand and Australia, a victory over Chelsea in a friendly, then yesterday a draw with Getafe. Hoffenheim at home this week finishes the preparatio"
6fd6f79a-8e83-4fe9-a2cb-db340093f76a,sunderland,sunday_brief,2026-08-09 11:25:21.214541,t,Sunderland won 2-0 away at Lens yesterday. The Premier League season opens at Ipswich on the 22nd.,"Sunderland had an outstanding 2025-26 season, finishing seventh and qualifying for European football. Pre-season has been good: a win at Wrexham, then a 2-0 win away at Lens yesterday. Strong end to the preparation. Rennes at home on Saturday is the final friendly before the Premier League opens: aw"
0a2dd6fe-300d-4017-8ca7-da0c62b6e761,west_ham,sunday_brief,2026-08-09 11:25:23.259172,t,West Ham are in the Championship this season. The opening game is away at Burnley on the 16th.,"West Ham finished 18th last season and were relegated from the Premier League. The Championship campaign begins a week today, away at Burnley, who also came down from the top flight. Pre-season has been steady: draws against Magdeburg and Rangers, then a 3-1 win over Portsmouth yesterday to end thin"
9f034d50-a4af-4f89-826e-71f9fa9f0e9c,wolves,sunday_brief,2026-08-09 11:25:25.101519,t,Wolves are in the Championship this season. The campaign opens at home against Blackburn on Thursday.,Wolves finished 20th last season and drop down to the Championship. The new campaign starts earlier in the week than usual: Blackburn at Molineux on Thursday the 14th. Pre-season has been encouraging at least: back-to-back 3-0 wins against Port Vale and Racing Santander. Preston away on the 22nd and
14d0a2ef-f160-431a-be4b-3e9accf54fca,southampton,news,2026-08-10 01:05:38.383134,t,"Southampton agree to sell midfielder Shea Charles to Fulham for up to £30m, subject to a medical","Southampton are selling midfielder Shea Charles to Fulham for a fee of up to £30m, with BBC Sport reporting the deal is subject to a medical.

Charles was one of the Saints' standout performers last season despite the club's relegation, and Premier League clubs have clearly noticed. Fulham agreed te"
d6bd234d-b22e-48eb-8531-d7921e4fb26e,arsenal,news,2026-08-10 08:46:54.850055,t,Arsenal are defending champions. All their rivals changed managers. They kept theirs and signed Guimarães (midfielder). First back-to-back in over 90 years?,"Arsenal won the Premier League last season. Defending champions going again.

The summer twist: most of their rivals changed managers. Arsenal didn't. Arteta (their manager) is still in charge, and they added Guimarães from Newcastle for £75m.

The Guardian put it plainly: can they go back-to-back f"
0e577035-75a2-4ab6-9ba6-833863afe23b,nottm_forest,news,2026-08-11 00:59:17.73308,t,Nottingham Forest owner Marinakis sues Crystal Palace for defamation over last season's gun banner depicting him with Gibbs-White,"Forest owner Evangelos Marinakis has filed a defamation lawsuit against Crystal Palace at the high court, almost a year after Palace fans displayed a banner depicting him holding a gun to midfielder Morgan Gibbs-White's head during last August's 1-1 draw at Selhurst Park.

Crystal Palace were alread"
2015b605-2a6c-4317-af9f-3b9261527734,bournemouth,news,2026-08-11 08:50:25.413963,t,"Bournemouth have a new head coach: Marco Rose. He's taking charge of their first European season, after last year's sixth-placed Premier League finish.","Bournemouth have a new head coach in Marco Rose. He's walking into an exciting situation after last season's sixth-placed Premier League finish earned the club their first shot at European football. A big challenge, but a big opportunity too."
4f0a42b7-9d95-4bed-a5c3-7f2dbe85a2a6,burnley,news,2026-08-12 00:42:18.632406,t,Kyle Walker (Burnley defender) told his team-mates there can be no 'hangover' as they push for an immediate return to the Premier League.,"Burnley are back in the Championship and already setting the tone. Defender Kyle Walker, who made the move to Burnley, told his team-mates they cannot have a hangover from last season's relegation. He's calling for a fast start and says their only goal is an immediate Premier League return. Their fi"
296bca8d-ef9f-4de8-af1a-2e28d6cefbc0,fulham,news,2026-08-12 00:46:14.463395,t,"Fulham have confirmed the signing of Shea Charles (Southampton midfielder) for £30m, making him Northern Ireland's most expensive footballer.","It's official. Fulham have signed Shea Charles from Southampton in a deal worth up to £30m. The midfielder started out at Manchester City's academy before making his name at Southampton, and now Fulham have paid the biggest fee in Northern Ireland football history to bring him in. It's a big stateme"
83e7a88e-c9d2-4738-9f1d-b1043d4c61a1,leeds,news,2026-08-12 00:47:44.209585,t,"The Carabao Cup second round draw has given Leeds Nottingham Forest, an all-Premier League tie in their first season back in the top flight.","Leeds are back in the Premier League and the Carabao Cup draw wasted no time throwing them into the deep end. They've drawn Nottingham Forest in the second round, making it an all-top-flight tie early in the season. Forest finished high last season and are no easy match. It's the kind of draw that t"
44af8b9c-6a99-4350-80e4-7bbe9dc740fd,man_city,news,2026-08-12 00:51:02.942373,t,"Maresca (City's new manager) explained why Haaland won't be the new captain. Bernardo Silva left this summer, so someone else is stepping up.","Manchester City need a new captain after Bernardo Silva's departure at the end of last season. Manager Enzo Maresca has now been talking about his captaincy dilemma, and it sounds like Erling Haaland, despite being the obvious pick, won't be getting the armband. Maresca apparently has specific reaso"
7625ae96-38d0-4e44-8920-7098bb05bd44,liverpool,news,2026-08-13 00:58:42.66518,t,"Arne Slot won Liverpool the title then got sacked, now he is turning down the Netherlands job","Liverpool's former manager Arne Slot led the club to the Premier League trophy last season, then was let go in May. Now he's in the news again: he has apparently walked away from talks with the Netherlands national team, because he wants to go straight back into club management. The man who gave you"
501127bd-292b-4c6c-a8c8-abea83a21d8f,chelsea,news,2026-08-14 09:22:11.970216,t,"Chelsea finished 10th last season. New manager Xabi Alonso is in charge now, and the question going into this season is whether he can turn it around.","Chelsea had a pretty rough 2025-26 season, finishing 10th in the Premier League. This season looks different: Xabi Alonso (their new manager) is in charge, and the BBC is already asking whether they can go from 10th to the title. He'll have a full analysis ready for you. Maybe wait until after dinne"
bade6ca7-07f0-4b0a-91b7-675549517128,southampton,news,2026-08-15 00:50:29.321434,t,Southampton manager Tonda Eckert is still under an FA probe from last season's Spygate. His future at the club is uncertain.,"Southampton started the new season with an unresolved cloud hanging over it. Manager Tonda Eckert is still under an FA investigation tied to a Spygate incident from last season. The club were also sanctioned by the EFL. The probe isn't finished, and Eckert's future at the club is still up in the air"
e44684de-2f5f-4c78-a0a2-cb5ce1b32eb9,aston_villa,sunday_brief,2026-08-16 11:15:25.341579,t,"Villa lost the Super Cup to PSG on Wednesday. Brighton away next Sunday to open the league, then Arsenal at home the week after.","Villa finished fourth in the Premier League last season, which qualified them for the Champions League this year. They played PSG in the UEFA Super Cup on Wednesday and lost 2-1. Not the start of the season he had in mind. Next Sunday they are away at Brighton for the league opener, and the week aft"
65561514-0aa5-43dd-b829-40928eaf68cf,bournemouth,sunday_brief,2026-08-16 11:15:49.448569,t,"Big away day next Sunday: Bournemouth open at Manchester City. They finished 6th last season, best ever. Tough test to start.","Bournemouth had their best ever Premier League finish last season, 6th on 57 points. And they got Manchester City away as their opening fixture, which is the hardest possible start. Next Sunday, 2pm UK time. Then Everton at home the following Saturday. Two weeks that will tell you whether last seaso"
e3e7ef6b-ba02-46fc-a877-7663cf48f74a,brentford,sunday_brief,2026-08-16 11:16:14.315587,t,Brentford host Tottenham at 5:30 next Saturday to open the league. A little London derby to start the season.,"Brentford finished 9th on 53 points last season, a solid mid-table year. This season starts at home to Tottenham next Saturday at 5:30pm UK time. It is a London derby with none of the noise of a top-six one, which is very Brentford. Then Leeds away the following Saturday, then a League Cup night at "
86a13c91-39e2-4886-9b5f-c3cd541505fb,brighton,sunday_brief,2026-08-16 11:16:37.866881,t,"Big Brighton week: Tromso away Thursday for the Conference League, then Villa at home Sunday to open the Premier League.","Brighton have Europe back, and it starts with a trip to Tromso in northern Norway on Thursday for the Conference League playoff first leg. That is Arctic Circle territory. Then Aston Villa at home on Sunday at 2pm UK for the Premier League opener, and Tromso back at the Amex the following Thursday. "
cf22c3d3-08eb-4cc1-91ec-8b1f7a763a4b,chelsea,sunday_brief,2026-08-16 11:17:25.746848,t,"Chelsea open away at Fulham a week on Monday, 8pm kick off. West London derby to start the season on Sky Monday Night Football.","Chelsea start the league a week on Monday, away at Fulham at 8pm. A west London derby to open, and it is the Monday night game on Sky, so all eyes on them. Then Luton at home in the League Cup on Thursday, then Brighton at home in the league next Saturday. Chelsea finished 10th on 52 points last sea"
f1036eb4-ba91-4f79-8d83-3cf9dc939db9,crystal_palace,sunday_brief,2026-08-16 11:17:55.397518,t,"Palace open at Everton's new ground next Saturday, then Manchester City at Selhurst on the Friday. Not the softest fortnight.","Crystal Palace start next Saturday at 3pm away at Everton, the first proper league game at the new Hill Dickinson Stadium. Then Manchester City at home under the Friday night lights on August 28. That is two of the more atmospheric fixtures on offer, back to back. Palace finished 15th on 45 points l"
d825ac5a-26db-4bb8-bade-a17457eb2348,fulham,sunday_brief,2026-08-16 11:18:24.643663,t,"Monday night at Craven Cottage: Fulham host Chelsea to open the league, 8pm on Sky. West London derby to kick things off.","Fulham open the league a week on Monday, at home to Chelsea at 8pm. It is the Monday Night Football game on Sky, which means the ground will be full and the Cottage will look its best on telly. Then AFC Wimbledon at home in the League Cup on the Thursday, then Sunderland away next Sunday. Fulham wer"
7c05c9e2-d244-47ef-953c-630062206637,leeds,sunday_brief,2026-08-16 11:18:38.774636,t,"Leeds start next Saturday at Nottingham Forest at 3pm, then a League Cup night at Forest again on the Tuesday. Same opponent twice in four days.","Leeds open at Nottingham Forest away next Saturday at 3pm. Then Forest again three days later in the League Cup, back at the City Ground. Same opponent, same trip, twice in four days. Leeds finished 14th on 47 points last season, which is a survived-first-season-up kind of number. Then Brentford at "
54666459-6195-4f8e-976e-ef33feb35af1,liverpool,sunday_brief,2026-08-16 11:18:54.491516,t,"Liverpool play Como in a friendly today, then Newcastle away next Sunday at 4:30pm to open the league. Big Sky Sunday to start.","Liverpool have a friendly against Como today, then the season starts next Sunday away at Newcastle at 4:30pm UK time. That is the big Sunday afternoon Sky slot, which every neutral will watch. Then Nottingham Forest at home the following Saturday lunchtime. Liverpool finished 5th on 60 points last s"
4f4903fe-94c4-4546-825e-68883c00154e,man_city,sunday_brief,2026-08-16 11:19:26.322544,t,Community Shield today: City vs Arsenal at 3pm in Cardiff. Then Bournemouth at home next Sunday to open the league. Response season kicks off.,"Manchester City play Arsenal in the Community Shield today at 3pm UK time at the Principality Stadium in Cardiff. It is the first trophy of the year, sitting between last season and the real thing. Then Bournemouth at home next Sunday at 2pm for the Premier League opener, then Crystal Palace away on"
6d85f417-d814-4da7-ac6d-568eb15cdc0c,man_utd,sunday_brief,2026-08-16 11:19:42.126389,t,"United open away at Hull next Saturday lunchtime, then Ipswich at home the week after. Two promoted sides to start the season.","Manchester United go to Hull City next Saturday at 12:30pm UK time for the opener, then Ipswich at home on August 30. Both are newly promoted sides, which on paper is the softest possible fortnight. United finished 3rd on 71 points last season, which was a proper step back up, and this is the start "
400f47e8-83b6-440e-87e5-876c9f8472e7,newcastle,sunday_brief,2026-08-16 11:19:56.222114,t,"Newcastle host Liverpool next Sunday at 4:30pm, the big Sky game of the weekend. St James' will be full and loud.","Newcastle open at home to Liverpool next Sunday at 4:30pm UK time, the Sunday afternoon Sky game everyone will watch. Then West Brom in the League Cup on the Wednesday. Newcastle finished 12th on 49 points last season, which was well below what he expected. This is the response opener, at St James' "
c021934c-e10e-4245-af02-f73069c09152,nottm_forest,sunday_brief,2026-08-16 11:20:10.389135,t,"Forest host Leeds next Saturday at 3pm, then Leeds again in the League Cup on the Tuesday. Same opponent twice at the City Ground.","Nottingham Forest open at home to Leeds next Saturday at 3pm, then Leeds again three days later in the League Cup. Same fixture, same ground, twice inside four days. Forest finished 16th on 44 points last season, one place off the drop, which he did not enjoy. This start is at home, familiar, winnab"
