id,team_id,type,created_sthlm,everyone_talking_headline,headline
f7b0bbef-3c39-4b9b-852b-6c9900a34c45,arsenal,news,2026-08-05 08:37:45.528118,"Arsenal reportedly agreed a deal for Bruno Guimarães (Newcastle midfielder and captain) for around £80m, after having an earlier bid rejected.",Arsenal reportedly agreed an £80m deal to sign Guimarães (Newcastle midfielder and captain). He's waiting for the green light to travel and complete the move.
6441b281-cc5e-4f42-a494-e8ae2f0f1427,liverpool,news,2026-08-05 08:42:21.372945,"Liverpool reportedly targeting PSG winger Bradley Barcola for around £100m, which would make him their third nine-figure signing of the summer.",Liverpool are reportedly preparing to make Bradley Barcola (France and PSG winger) their third £100m signing of the summer.
620f063b-4d70-49e1-966f-8241a8ed8baf,man_city,news,2026-08-05 08:43:21.500665,"Barcelona reportedly want to sign Rodri from Manchester City, and are said to be ahead of Real Madrid in the chase.",Barcelona are reportedly looking to sign Rodri (Man City's midfielder) ahead of Real Madrid in the race to sign him.
f0098e61-c294-46ed-b39f-ac2515b24a23,arsenal,news,2026-08-06 00:42:26.206602,Arsenal agree £75m deal for Newcastle captain Bruno Guimarães. He's on his way to complete the move.,Arsenal agree £75m for Bruno Guimarães (Newcastle's captain). He's been given permission to travel and complete the move.
1603a757-c15a-4963-8263-2b3a269637a4,brazil,news,2026-08-06 00:46:36.067914,"Real Madrid make Vinicius Jr improved contract offer, fending off Arsenal's interest.","Real Madrid have made Vinicius Jr (Brazil's winger) an improved contract offer to keep him, fending off Arsenal's interest."
7754680a-559c-460a-b3f9-19a5ba819d1a,canada,news,2026-08-06 00:47:10.35515,Canada PM says he's lost confidence in FIFA President Infantino.,Canada's PM Mark Carney says he has lost confidence in FIFA's Gianni Infantino after the World Championship backlash.
d6776ae9-5726-4fdb-9830-dd2f58e2887c,chelsea,news,2026-08-06 00:47:36.5862,Mykhailo Mudryk returns to action for Chelsea after 20-month doping ban in pre-season friendly vs Juventus.,Mykhailo Mudryk (Chelsea winger) made an emotional comeback after a 20-month doping ban. Chelsea lost 0-1 to Juventus in a Hong Kong pre-season friendly.
d4d9b47c-2052-4a77-8239-83ff4e8e1bf6,egypt,news,2026-08-06 00:47:46.352072,"Mohamed Salah set to join Trabzonspor, given hero's welcome by Egypt.","Mohamed Salah (Egypt captain and former Liverpool forward) is set to join Turkish club Trabzonspor, and was given a hero's welcome before the move."
7bfc21e9-7796-4bd8-99dc-d887f676433f,france,news,2026-08-06 00:48:43.455286,Liverpool reportedly ready to make France winger Barcola their third £100m signing.,Liverpool are reportedly ready to make Bradley Barcola (France and PSG winger) their third £100m signing this summer.
0bdaf6ed-1dba-4593-ae8a-ba3b5571c114,liverpool,news,2026-08-06 00:55:25.678467,Mohamed Salah's new book extract published: 'Chasing a dream I had to reach',Mohamed Salah opens up on sacrifice and determination in Guardian book extract: 'Chasing a dream I had to reach'
404ebfe0-14e3-46ed-8e65-ecbe76917061,newcastle,news,2026-08-06 01:00:02.505722,Bruno Guimarães leaves Newcastle for Arsenal in a confirmed £75m deal,Bruno Guimarães given permission to leave Newcastle and complete his £75m move to Arsenal
64d4ae26-d720-410a-9420-21d0b6fd0f23,liverpool,news,2026-08-06 08:48:34.126313,Mohamed Salah set to officially sign for Trabzonspor after arriving to a hero welcome in Turkey.,Mohamed Salah (former Liverpool forward) has been given a hero welcome in Turkey as Trabzonspor prepare to officially confirm his signing.
b3fbc858-6d8c-482a-aca7-1f90e399744a,argentina,news,2026-08-07 00:50:34.290258,Argentina declared 15 July a national holiday to mark the World Championship semi-final win over England.,Argentina declared 15 July a national football holiday. The AFA is making sure no one forgets the 2-1 win over England in the World Championship semi-final.
1a847bb7-3683-4047-a050-00dbd135bc71,brazil,news,2026-08-07 00:50:53.256742,"Vinicius Jr agreed a six-year deal to stay at Real Madrid, ending Arsenal's summer pursuit.",Vinicius Jr (Brazil's winger) and Real Madrid have agreed a new six-year deal. Arsenal's summer pursuit is officially over.
8569ae48-e695-475d-aa62-6eb1d2db1aaa,arsenal,news,2026-08-07 00:51:21.539571,"Vinicius Jr signs new six-year deal with Real Madrid, ending speculation over his future.","Vinicius Jr has signed a new six-year deal with Real Madrid, ending Arsenal's hopes of signing the Brazil winger this summer."
f3452811-56a1-4517-93a4-d657901c9e25,egypt,news,2026-08-07 00:51:30.637704,"Mohamed Salah signed a two-year deal with Trabzonspor, earning £14.5m a season.","Mohamed Salah (Egypt's captain) signed a two-year deal with Trabzonspor. £14.5m a season, and he chose Turkey over Saudi Arabia."
484b48d6-f020-4721-90fd-7d3f9a9258b4,ivory_coast,news,2026-08-07 00:51:52.580917,Real Madrid signed Ivory Coast's Yan Diomande for up to £120m. He's 19 and the most expensive African player in history.,Real Madrid signed Ivory Coast's Yan Diomande from RB Leipzig for up to £120m. He's 19 and became the most expensive African player in history.
6bc7ebf9-c7f9-4242-a1ea-2a3c59a6ec4e,spain,news,2026-08-07 00:53:05.213756,"Spain's World Championship captain Rodri could leave Man City for £60m, with Real Madrid and Barcelona both reportedly interested.",Rodri (Spain's World Championship-winning captain) could leave Man City for £60m. Real Madrid and Barcelona are both reportedly interested.
8f2099c1-9f82-436d-bdf2-8506d56eb708,man_city,news,2026-08-07 00:55:03.440148,James Trafford joins Leeds from Man City in a deal worth up to £45m.,"Manchester City have sold goalkeeper James Trafford to Leeds United in a deal worth up to £45m, with a 20 per cent sell-on clause in the agreement."
bc000aec-a95a-49c6-b01c-80f4e3fffa71,chelsea,news,2026-08-07 08:43:24.910893,Chelsea have 41 players in their squad with 25 days left in the transfer window.,Chelsea have 41 players in their first-team squad with 25 days left in the transfer window to trim it down.
9a2b3a1f-2f5a-4046-aba0-235756ea8541,liverpool,news,2026-08-07 08:46:06.893415,Tottenham are reportedly interested in Liverpool forward Cody Gakpo.,Tottenham are reportedly interested in Liverpool forward Cody Gakpo. BBC Sport ran an analysis on whether it could happen.
dcc8ebdc-9ac3-4f6e-babd-8fad590fee6e,man_city,news,2026-08-07 08:47:43.096235,Rodri has reportedly given Barcelona the green light to open talks with Man City.,Rodri (Man City midfielder) has reportedly given Barcelona the green light to start talks. City are said to be willing to sell for around £60m.
936c6c9f-1bb6-465d-9b46-c39676ed5d9e,man_utd,news,2026-08-08 00:57:52.4377,"Barcelona didn't buy Rashford, now his future is anyone's guess","Marcus Rashford's loan spell at Barcelona is over, the club declined to make it permanent, leaving his future wide open"
a910ba56-1bbf-47a7-81ff-3c84a5054230,arsenal,news,2026-08-08 08:40:20.455325,"Newcastle never planned to sell Guimarães, but their captain begged to join Arsenal","Newcastle chief Ross Wilson: the club never planned to sell Guimarães (Arsenal's new midfielder), but he was 'very emotional' about wanting to join."
c848294b-75a2-41f4-82b3-870476752d5a,chelsea,news,2026-08-08 08:44:09.59917,Man City reportedly exploring Enzo Fernandez deal from Chelsea to replace Rodri,Man City are reportedly exploring a deal for Enzo Fernandez (Chelsea midfielder) to replace Rodri at the Etihad. Nothing confirmed yet.
1fe8599e-e6db-4167-91b6-e3a690ca4fd4,man_city,news,2026-08-08 08:48:06.477405,"Man City reject Barcelona's £38.5m Rodri bid, demand more than £60m",Man City reject Barcelona's £38.5m bid for Rodri (City's Spanish midfield captain). City want more than £60m before they'll let him go.
d2b18612-6345-4549-8022-92492c49a477,argentina,news,2026-08-08 08:49:14.636808,Tottenham captain Romero in Atletico Madrid talks after Arsenal bid rejected.,"Cristian Romero (Argentina's World Championship defender) is in talks to join Atletico Madrid, after Spurs rejected Arsenal's approach for him."
e1e81d8f-baf7-465e-a29a-729791a37a05,uruguay,news,2026-08-08 08:50:59.734917,Liverpool close to signing Uruguay defender Araujo on loan from Barcelona.,"Liverpool are reportedly close to signing Uruguay World Championship defender Ronald Araujo on loan from Barcelona, with an option to buy."
513a591f-c6a8-4a40-9b98-7af7c732b3c7,spurs,news,2026-08-08 08:53:21.503731,Tottenham rejected Arsenal's approach for Romero before opening Atletico talks,Tottenham categorically rejected Arsenal's approach for captain Cristian Romero (Spurs defender) and are now in talks to sell him to Atletico Madrid instead.
fcf94da1-a6d1-47fb-95bd-28524734062f,wolves,news,2026-08-09 00:55:36.325534,Wolves legend Phil Parkes has died aged 79,"Phil Parkes, Wolves legend and former Wolverhampton Wanderers goalkeeper, has died aged 79"
46a1721a-2e68-4d48-ae49-5187ba38e667,arsenal,news,2026-08-10 00:40:23.46225,"Arsenal shipped six goals in two pre-season games, raising defensive concerns ahead of the Community Shield.","Arsenal lost 2-3 to Dortmund today. Six goals in two pre-season games, with the Community Shield against City next Sunday."
bd56a5cc-7430-4685-a3b6-2a008f3ae32a,aston_villa,news,2026-08-10 00:43:28.099017,Aston Villa sold left-back Digne to PSG days before facing them in the UEFA Super Cup.,"Lucas Digne (Villa's French left-back) completed a move to PSG, days before Villa face PSG in Wednesday's UEFA Super Cup."
ebacf8de-ec61-476f-87fe-174e1c1aece8,portugal,news,2026-08-10 00:48:17.434821,Mourinho criticises Real Madrid's Bernardo Silva for returning to pre-season out of shape,Bernardo Silva (Real Madrid's summer signing) came back to pre-season out of shape. New boss Jose Mourinho has said so publicly and expects improvement.
d6bd234d-b22e-48eb-8531-d7921e4fb26e,arsenal,news,2026-08-10 08:46:54.850055,Arsenal head into 2026-27 as defending champions. Their rivals all changed managers. Can they go back-to-back for the first time in over 90 years?,Arsenal are defending champions. All their rivals changed managers. They kept theirs and signed Guimarães (midfielder). First back-to-back in over 90 years?
680c64dd-d085-467a-8610-cf6c09fae11f,egypt,news,2026-08-10 08:53:03.110998,"Mo Salah, formerly of Liverpool, has signed for Trabzonspor in Turkey.","Egypt striker Mo Salah, formerly of Liverpool, has signed for Trabzonspor. The deal started as the club's president watched Egypt at the World Championship."
0bf4715a-c80e-4bf7-b34a-c59f50c4be50,crystal_palace,news,2026-08-11 00:44:42.316673,"Palace and Everton complete winger swap: McNeil to Crystal Palace, Johnson to Everton.","Crystal Palace and Everton agreed a swap deal: Dwight McNeil (Everton winger) joins Palace, Brennan Johnson (Wales winger) goes to Everton."
9408574f-2e50-4c9a-a988-c40c08d083a6,crystal_palace,news,2026-08-11 00:45:19.751893,"Forest owner Marinakis sues Crystal Palace in High Court over fan banner. Palace fined £50,000 by FA for same incident.","Forest owner Marinakis is suing Crystal Palace in the High Court over a fan banner. Palace already fined £50,000 by the FA for the same incident."
2442eecd-7f5c-485b-9fbd-738c05c602f8,liverpool,news,2026-08-11 00:49:41.678662,"Jeff Bezos consortium advancing talks to buy 30% of Liverpool for around £1.35bn, per BBC Sport and Guardian.",Jeff Bezos (Amazon founder) is part of a consortium advancing talks to buy a 30% stake in Liverpool for around £1.35bn.
6543bef7-8f62-49de-ace1-aea61cc2fab0,man_city,news,2026-08-11 00:51:15.466715,Man City closing in on £85m Bouaddi from Lille. Morocco midfielder has reportedly agreed terms.,"Man City are closing in on Bouaddi (Morocco midfielder, Lille). The Guardian reports he has agreed terms, with a fee of around £85m expected."
19f1e04a-ab0b-48b2-8c97-ca57522f3a2e,morocco,news,2026-08-11 00:55:39.938556,"Man City closing in on 18-year-old Morocco midfielder Bouaddi for around £85m, with personal terms agreed.","Manchester City are closing in on 18-year-old Morocco midfielder Ayyoub Bouaddi from Lille, with personal terms agreed and a deal worth around £85m."
abe87ed9-9103-4f66-8473-dcda97dff86c,man_utd,news,2026-08-11 00:55:57.432115,"Mourinho reveals he was set to replace Ferguson at Man Utd in 2013, before changing his mind for Chelsea","José Mourinho signed a contract to replace Ferguson at Man Utd in 2013, then backed out and returned to Chelsea"
0e577035-75a2-4ab6-9ba6-833863afe23b,nottm_forest,news,2026-08-11 00:59:17.73308,Forest owner Marinakis sues Crystal Palace for defamation over gun banner targeting Gibbs-White,Nottingham Forest owner Marinakis sues Crystal Palace for defamation over last season's gun banner depicting him with Gibbs-White
db5855fc-9a24-4854-ba62-710e3343b77d,uruguay,news,2026-08-11 00:59:47.067592,"Liverpool confirmed the signing of Barcelona's Ronald Araújo on a season-long loan, with a €55m option to buy.",Liverpool confirmed the signing of Uruguay defender Ronald Araújo on a season-long loan from Barcelona. There's a €55m option to buy at the end.
f02e7342-6114-49e8-ae7a-b4530a070104,spain,news,2026-08-11 08:45:10.207395,Rodri is reportedly expected to leave Man City for Barcelona after leading Spain to World Championship glory.,"Rodri (Spain's World Championship winner) is expected to leave Man City for Barcelona, with Barcelona reportedly set to make an improved bid."
25633660-1986-40bb-8710-29cd3ba892a5,man_city,news,2026-08-11 09:02:04.676593,Everyone is asking: who is Maresca?,"Enzo Maresca is Manchester City's new manager, replacing Pep Guardiola. He already has a captaincy call to make before the season begins."
bc506944-f0bb-4d82-9b76-6b4dc929447d,newcastle,news,2026-08-11 09:02:21.323126,Newcastle fans are gutted about Guimaraes,Newcastle have sold Bruno Guimaraes to Arsenal for £75m. The Brazil midfielder was one of their best ever signings before heading to the Emirates.
3fafe6d6-3a38-4983-afa5-b152ef4fc68b,arsenal,news,2026-08-12 00:38:18.107398,Arsenal reportedly offering teenager Lewis-Skelly to Man United and Chelsea.,"Arsenal are reportedly shopping Lewis-Skelly (19-year-old left-back) around. Man United have been offered him, Chelsea have enquired."
dbe46ebb-8357-442d-b51a-810e640f0e27,aston_villa,news,2026-08-12 00:40:06.979339,"Aston Villa face PSG in the UEFA Super Cup in Salzburg tomorrow, with Emery bullish despite Villa's summer squad changes.","Emery (Villa's manager) vowed Villa are moving forward despite the squad upheaval, as they head to Salzburg for the UEFA Super Cup against PSG tomorrow."
3a947879-e945-4f99-9b1a-c51d999aeaae,liverpool,news,2026-08-12 00:49:26.374137,Liverpool reportedly agree terms with PSG's Barcola as manager stays tight-lipped.,"Liverpool reportedly agreed terms with PSG's Bradley Barcola (winger), while PSG's manager Luis Enrique stayed tight-lipped on the situation."
597d43e6-7234-4af2-9a82-460616dc6ecb,liverpool,news,2026-08-12 00:49:45.330327,Liverpool fans push back on Bezos deal after BBC analysis says it won't boost spending power.,Liverpool fans are pushing back on the Jeff Bezos investment deal. The BBC says it won't make a marked difference to Liverpool's spending power.
44af8b9c-6a99-4350-80e4-7bbe9dc740fd,man_city,news,2026-08-12 00:51:02.942373,Maresca explains why Haaland won't be Manchester City's new captain.,"Maresca (City's new manager) explained why Haaland won't be the new captain. Bernardo Silva left this summer, so someone else is stepping up."
5b9603db-22a5-4447-9e23-58b15ab8976d,arsenal,news,2026-08-13 00:39:20.94955,Arsenal vs Man City in Sunday's Community Shield in Cardiff. First trophy of the 2026-27 season.,Arsenal face Man City in Sunday's Community Shield at Cardiff. The season starts here.
f4859821-50cc-4b95-a28a-e379382dbc6b,aston_villa,news,2026-08-13 00:41:17.508322,PSG beat Aston Villa 2-1 in the UEFA Super Cup final. Doue scored the late winner.,"Aston Villa lost 2-1 to PSG in tonight's UEFA Super Cup final. Kvaratskhelia scored first, a 17-year-old equalised, then Doue won it late."
6924aa38-0b84-4aca-be2a-cbdf2a4a8d86,everton,news,2026-08-13 00:45:45.842198,Everton striker Sherif charged with 61 alleged bets on football matches by the FA.,Everton striker Sherif has been charged by the FA for allegedly placing 61 bets on football matches. A lengthy ban could follow.
dc837fdf-efa4-41f8-9029-7acfca216de9,netherlands,news,2026-08-13 00:54:13.48522,Xavi Hernandez appointed as Netherlands head coach on a four-year deal. First non-Dutch coach since 1978.,Xavi Hernandez (former Barcelona coach) is the new Netherlands head coach on a four-year deal. First non-Dutch boss since 1978.
9c490ff1-8307-41f2-8a3c-255006adbb34,spain,news,2026-08-13 00:54:52.581238,Ferran Torres finalising move from Barcelona to PSG. Given permission to miss training.,Spain's Ferran Torres is finalising a move to PSG. He's been given permission to miss Barcelona training while the deal is completed.
7625ae96-38d0-4e44-8920-7098bb05bd44,liverpool,news,2026-08-13 00:58:42.66518,Arne Slot walks away from Netherlands job talks after Liverpool sacking,"Arne Slot won Liverpool the title then got sacked, now he is turning down the Netherlands job"
191b5ca3-41c3-43d9-aeb5-d9ac9228a691,spurs,news,2026-08-13 01:08:30.702726,Tottenham selling captain Romero to Atletico Madrid for £34.2m,Atletico Madrid agree £34.2m deal for Spurs captain Cristian Romero
6cd12be0-ca13-40e8-bbb1-5f0f61a242b7,arsenal,news,2026-08-14 00:43:55.062324,"Arsenal are inviting offers for Martinelli and Nwaneri, with Galatasaray in discussions.",Arsenal are inviting offers for Martinelli (winger) and Nwaneri (young midfielder). Galatasaray are in talks.
c6068a30-7956-43b9-aacc-b0ae0f2a1f70,aston_villa,news,2026-08-14 00:45:24.819616,Tielemans apologises to Aston Villa fans after claiming Man Utd are a bigger club.,"Tielemans (Villa's ex-midfielder, now at Man Utd) said he'd moved to a bigger club. He's now apologised to Villa fans."
f3955efc-b231-456d-b33c-dea37d33c1c5,chelsea,news,2026-08-14 00:49:41.937139,Chelsea have set a Friday deadline for clubs interested in Enzo Fernandez. The price tag is £120m.,Chelsea have set a Friday deadline for clubs interested in midfielder Enzo Fernandez. They want £120m.
b284c7c6-3e1b-4679-af21-5a57dc473688,fulham,news,2026-08-14 00:51:51.898335,Fulham walked off the pitch in a pre-season friendly. Malaga then scored a penalty into the empty net.,Fulham walked off the pitch during a pre-season friendly with Malaga. Malaga then scored a penalty into the empty net. Fulham's coach Arbeloa was red-carded.
6e6b125c-37fa-48eb-8047-009cecf094d8,france,news,2026-08-14 00:52:24.881472,Zidane names legendary goalkeeper Barthez as France's new goalkeeper coach,"Zidane (France manager) has named goalkeeper legend Barthez as the national team's new goalkeeper coach. Two of French football's greatest, reunited."
65817547-5ba4-4353-99ab-d8b05117572f,leicester,news,2026-08-14 00:53:40.421676,Leicester City are up for sale. Thai owners King Power want more than £200m after 16 years.,"Leicester City are up for sale. Thai owners King Power are hoping to sell the club after 16 years, for more than £200m."
06465788-9265-4813-8861-b5f3350bdbff,man_city,news,2026-08-14 00:56:45.206142,"Man City have sold Tijjani Reijnders to Saudi's Al-Qadsiah for £52m, one year after signing him.",Man City have agreed a £52m deal to sell Tijjani Reijnders (midfielder) to Saudi Pro-League side Al-Qadsiah. He only joined last year.
89b27ae1-6ffb-4e2f-b7cd-c4cac79a0a9d,man_utd,news,2026-08-14 00:58:20.498255,"Rashford is back at Man Utd after Barcelona, but his future remains uncertain.","Marcus Rashford (Man Utd's winger) is back after his Barcelona loan, but Carrick (Man Utd's manager) says his future at the club is still uncertain."
abc4da6a-fc4a-414f-adb1-97f1307f204e,arsenal,news,2026-08-14 09:21:28.838671,"Arsenal vs Man City in the Community Shield on Saturday, first trophy of the new season",Arsenal face Man City in the Community Shield on Saturday. Enzo Maresca (Man City's new manager) makes his competitive debut at the Principality Stadium.
d23e2300-9083-45fb-bf78-96cc5b39f076,aston_villa,news,2026-08-14 09:22:03.969648,Tielemans apologises to Aston Villa fans after calling Man United a bigger club,Youri Tielemans (Villa's former midfielder) moved to Man United this summer and suggested he'd joined a bigger club. He's since apologised to Villa fans.
6331408a-e708-4be2-8866-5f194b5c8c4b,leicester,news,2026-08-14 09:22:22.070442,Leicester City put up for sale for more than £200m after 16 years under King Power,"Leicester City is up for sale. Thai owners King Power are looking to exit after 16 years, with an asking price of more than £200m."
73c17946-e261-4fc0-864b-e998c8f49f6b,man_utd,news,2026-08-14 09:22:25.693786,"Man United won't make a £100m signing this summer, with Rashford's future still uncertain",Michael Carrick says Man United won't make a £100m signing this summer. Marcus Rashford is back from his Barcelona loan but could still leave.
15a12b7c-0228-4463-86d3-fa6d358f24de,man_city,news,2026-08-14 09:23:35.259394,"Man City agree to sell Reijnders to Saudi side Al-Qadsiah for £52m, one year after signing him",Man City have agreed to sell midfielder Tijjani Reijnders to Saudi club Al-Qadsiah for £52m. He joined from AC Milan last summer for £46.5m.
36dab615-451c-41c7-9d01-b29952d44b41,chelsea,news,2026-08-15 00:41:40.810825,Chelsea's Enzo Fernandez is staying. The £120m deadline passed and no club bid.,Chelsea's Enzo Fernandez (Argentine midfielder) is expected to stay after the club's £120m deadline passed today. Man City didn't bid. He's not going anywhere.
0dea5d03-7d6d-4b12-ae87-e18ca5fbcd3e,liverpool,news,2026-08-15 00:45:17.700496,"Jeff Bezos-backed consortium buys 30% of Liverpool, valuing the club at £5.5bn.","Jeff Bezos (Amazon founder) is now a Liverpool co-owner. His consortium bought a 30% stake, valuing the Reds at £5.5bn. FSG keep control."
926eba6f-44ab-4fd7-96f2-9a824bfc75ea,spain,news,2026-08-15 00:46:59.746595,"Barcelona reportedly making a second approach for Rodri from Man City, according to reports.","Rodri (Spain midfielder, currently at Man City) has a fresh Barcelona offer on the table, according to reports. Negotiations are ongoing, nothing confirmed."
8b641e87-0f45-4c4b-9035-27853689ddaa,man_city,news,2026-08-15 00:47:10.577087,"Barcelona preparing new bid for Man City's Rodri, with City open to selling for around £70m.",Barcelona are set to make a new offer for Man City's Rodri (Spanish midfielder). City are reportedly open to selling for around £70m.
22332e54-2b10-4e2a-ad1c-7bc164b20eec,arsenal,news,2026-08-16 08:39:04.197246,Arsenal vs Man City in the Community Shield today. Kick-off 3pm at Cardiff's Principality Stadium.,"Arsenal open the new season today. Defending champions vs FA Cup winners Man City, Community Shield in Cardiff, 3pm."
3e9eb6c5-94ac-4941-9328-fff9d0f66770,chelsea,news,2026-08-16 08:43:58.545206,"Chelsea beat Real Sociedad 3-1 in Xabi Alonso's first game. Morgan Rogers scored, Fernandez booed.",Chelsea won 3-1 in Xabi Alonso's (new manager) first game at Stamford Bridge. Morgan Rogers (new signing) scored on debut. Fernandez got booed.
0b4f8a2f-9fe6-4244-a04f-5aa6259ac49c,liverpool,news,2026-08-16 08:48:28.937274,The Bezos group reportedly has an option to eventually take a controlling interest in Liverpool.,The Bezos group reportedly has an option to take a controlling interest in Liverpool. Not just the minority stake everyone assumed.
0253f2d2-582a-4f46-aa84-1a05130b4f5b,man_city,news,2026-08-16 08:50:04.723444,Maresca rules out Haaland as Man City captain. Picking Bernardo Silva's successor instead.,Maresca (Man City's new manager) ruled Haaland out as captain. His goalscoring ability counted against him. Bernardo Silva's successor is being chosen.
31441491-5727-46d1-8e02-9aa07cb27016,man_utd,news,2026-08-16 08:53:50.535197,"Rashford returns to Man Utd after 20 months, but United lose 4-2 to AC Milan","Man Utd lost 4-2 to Amorim's AC Milan. Rashford (winger) returned as a sub, his first United appearance in 20 months."
