id,team_id,stage,status,duration_ms,message,content_item_id,target,http_status,response_excerpt,error_class,created_utc,created_sthlm
20ee3ddf-dfe0-47b0-9eb3-6f15afb718e1,belgium,fetch,success,656,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 06:00:42.353419+00,2026-06-01 08:00:42.353419
69f14449-d199-42b8-9fc2-f048d49c553a,france,fetch,success,770,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 06:00:43.161566+00,2026-06-01 08:00:43.161566
fb786304-ed1c-45f9-b098-ce4b59a6d395,croatia,fetch,success,617,"Fetched 8 sources, 8 logs stored",,,,,,2026-06-01 06:00:43.830094+00,2026-06-01 08:00:43.830094
977246f4-50a1-431c-a9b9-00c758ecc8bd,sweden,fetch,success,570,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 06:00:44.420337+00,2026-06-01 08:00:44.420337
4a6be21c-f4cf-4a5f-9606-c5775e76cf9a,brazil,fetch,success,613,"Fetched 13 sources, 13 logs stored",,,,,,2026-06-01 06:00:45.055533+00,2026-06-01 08:00:45.055533
c089a39b-2d00-4813-9a7b-f7762e865973,uruguay,fetch,success,536,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 06:00:45.612887+00,2026-06-01 08:00:45.612887
2d04c2d8-340c-42e5-ad9d-299d2bbf0f37,colombia,fetch,success,494,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 06:00:46.126611+00,2026-06-01 08:00:46.126611
d821deb8-a9bc-45e2-a412-53f8e2d9db7c,spain,fetch,success,578,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 06:00:46.726689+00,2026-06-01 08:00:46.726689
0824bda8-b165-4fb9-958c-58fa0c5ee499,england,fetch,success,591,"Fetched 13 sources, 13 logs stored",,,,,,2026-06-01 06:00:47.342527+00,2026-06-01 08:00:47.342527
a123b614-a028-4336-8c5e-347fd71e62ed,panama,fetch,success,532,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 06:00:47.89592+00,2026-06-01 08:00:47.89592
66806610-2279-4ebc-9b57-3a95cbb7cfab,japan,fetch,success,767,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 06:00:48.685533+00,2026-06-01 08:00:48.685533
5d7b0899-c4ed-4273-a935-b3e32a313bb5,senegal,fetch,success,517,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 06:00:49.22828+00,2026-06-01 08:00:49.22828
bfc2ace1-fab1-45c6-961a-fca2af5f786c,switzerland,fetch,success,445,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 06:00:49.695479+00,2026-06-01 08:00:49.695479
9eea4787-b2ed-48b8-94b0-b670508d52f5,mexico,fetch,success,725,"Fetched 12 sources, 12 logs stored",,,,,,2026-06-01 06:00:50.44438+00,2026-06-01 08:00:50.44438
f1f6ec2d-1746-4f44-92bf-9d933e80c095,south_korea,fetch,success,510,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 06:00:50.977486+00,2026-06-01 08:00:50.977486
2af73141-9ae5-4d97-9b48-98e646b9fb53,australia,fetch,success,548,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 06:00:51.56917+00,2026-06-01 08:00:51.56917
fc8bbbe6-b548-476c-8371-f04c7c849e3e,iran,fetch,success,496,"Fetched 8 sources, 8 logs stored",,,,,,2026-06-01 06:00:52.08695+00,2026-06-01 08:00:52.08695
2459ab27-277b-417f-83c2-c6a1fb7575ef,saudi_arabia,fetch,success,495,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 06:00:52.605688+00,2026-06-01 08:00:52.605688
9c366785-1f4b-46e8-9e1b-a4fa26a97ab8,germany,fetch,success,549,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 06:00:53.175419+00,2026-06-01 08:00:53.175419
aefbdcc8-10a0-4470-b30b-aa56ee7f2de5,argentina,fetch,success,513,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 06:00:53.711708+00,2026-06-01 08:00:53.711708
3a767308-1079-4a9e-89b6-552e2b73b656,portugal,fetch,success,294,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 06:00:54.028395+00,2026-06-01 08:00:54.028395
83c30886-1e93-4a84-bf59-c0f7898418e8,tunisia,fetch,failure,293,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:54.345113+00,2026-06-01 08:00:54.345113
353b9738-e4bc-4cf4-80f3-231577a1e91c,morocco,fetch,success,292,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 06:00:54.659511+00,2026-06-01 08:00:54.659511
1c583437-0cb8-433c-9440-aabbf5f54a9c,egypt,fetch,failure,294,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:54.977435+00,2026-06-01 08:00:54.977435
a039e8fc-52a7-4b17-ab41-d2b2aea16f4e,czech_republic,fetch,failure,235,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:55.235554+00,2026-06-01 08:00:55.235554
91a20cd3-8209-4272-8f96-5f050b8c2229,austria,fetch,success,247,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 06:00:55.502475+00,2026-06-01 08:00:55.502475
c67b38f1-0d1e-4965-a720-658743d09964,turkiye,fetch,failure,217,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:55.742697+00,2026-06-01 08:00:55.742697
f456709c-9e0a-46d4-af60-7b8e547d8233,norway,fetch,failure,285,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:56.05021+00,2026-06-01 08:00:56.05021
77992f09-4bbf-4396-8535-177d4fd99a0c,scotland,fetch,success,414,"Fetched 6 sources, 6 logs stored",,,,,,2026-06-01 06:00:56.500557+00,2026-06-01 08:00:56.500557
52a49883-0ba3-419e-9acc-9121c4c5b543,bosnia_herzegovina,fetch,failure,232,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:56.752702+00,2026-06-01 08:00:56.752702
3d2107d3-749b-4c07-9b0c-1b7f9c13ea13,netherlands,fetch,success,323,"Fetched 2 sources, 2 logs stored",,,,,,2026-06-01 06:00:57.098738+00,2026-06-01 08:00:57.098738
13a01614-1591-4652-b3f9-fa76ef0c0883,ivory_coast,fetch,failure,257,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:57.379662+00,2026-06-01 08:00:57.379662
f974a538-352a-415f-8350-a7b0d9189f59,ghana,fetch,success,276,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 06:00:57.678341+00,2026-06-01 08:00:57.678341
f8bcb4a9-6d92-4741-924a-23386bb079da,congo_dr,fetch,failure,205,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:57.904623+00,2026-06-01 08:00:57.904623
b84e13bc-1c18-49dd-91fc-ec20b7b9cb5a,south_africa,fetch,success,313,"Fetched 2 sources, 2 logs stored",,,,,,2026-06-01 06:00:58.241695+00,2026-06-01 08:00:58.241695
cba73d12-ca30-4e84-a0b7-34959826916c,algeria,fetch,success,426,"Fetched 3 sources, 3 logs stored",,,,,,2026-06-01 06:00:58.689054+00,2026-06-01 08:00:58.689054
686670fa-bd88-49c8-b10d-9c82b459e303,cape_verde,fetch,failure,188,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:58.898836+00,2026-06-01 08:00:58.898836
1b24a256-835d-4ac6-91b0-710a20b3a40c,jordan,fetch,failure,226,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:59.14757+00,2026-06-01 08:00:59.14757
efd73aae-2784-43c1-afa5-0f579c562d40,iraq,fetch,failure,292,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:59.460888+00,2026-06-01 08:00:59.460888
b4d64a17-563d-4b35-9cfc-cd3cd95ccfcc,uzbekistan,fetch,failure,194,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 06:00:59.675516+00,2026-06-01 08:00:59.675516
24f9b654-5c84-4f95-8f67-4b0de175535f,qatar,fetch,success,271,"Fetched 2 sources, 2 logs stored",,,,,,2026-06-01 06:00:59.970967+00,2026-06-01 08:00:59.970967
42b051ab-0e1c-4e8d-a4a3-da9854b3ebd6,paraguay,fetch,success,278,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 06:01:00.273239+00,2026-06-01 08:01:00.273239
70d9812a-3aaa-4284-b494-0988fb9ea89c,ecuador,fetch,success,306,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 06:01:00.603889+00,2026-06-01 08:01:00.603889
3a6f2836-d568-40d1-83e8-8eea977ab499,usa,fetch,success,369,"Fetched 6 sources, 6 logs stored",,,,,,2026-06-01 06:01:00.995241+00,2026-06-01 08:01:00.995241
8318f0e8-9147-4743-943f-7ca5b360f7cf,haiti,fetch,success,311,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 06:01:01.32957+00,2026-06-01 08:01:01.32957
24f6097d-b31b-41d1-8584-c1421e038d2c,new_zealand,fetch,success,339,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 06:01:01.703442+00,2026-06-01 08:01:01.703442
d06ee9d1-73a4-4ed6-bfba-f14ea5aa7d8d,canada,fetch,success,446,"Fetched 5 sources, 5 logs stored",,,,,,2026-06-01 06:01:02.173323+00,2026-06-01 08:01:02.173323
1598412b-a315-4960-922b-ca9ad23b311f,curacao,fetch,success,698,"Fetched 4 sources, 4 logs stored",,,,,,2026-06-01 06:01:02.908328+00,2026-06-01 08:01:02.908328
31d3738a-be81-4e4b-88a2-e99bf4d09259,arsenal,routine_post,success,,"
",,post_news:arsenal,201,"[{""id"":""cdd7df17-4a91-49fb-b5bf-505c3818c9a4"",""team_id"":""arsenal"",""type"":""news"",""headline"":""Morgan Rogers (Aston Villa winger) is reportedly a target for Arsenal this summer. PSG are also in the runni",success,2026-06-01 06:35:14.20293+00,2026-06-01 08:35:14.20293
531b5a32-446b-414c-ad04-c966c6bf0a5d,arsenal,apns_send,success,,,cdd7df17-4a91-49fb-b5bf-505c3818c9a4,apns:80df43e1bf21:cdd7df17-4a91-49fb-b5bf-505c3818c9a4,200,,success,2026-06-01 06:35:16.467609+00,2026-06-01 08:35:16.467609
577bb46e-c3b3-483f-b8de-99ddcc94732a,arsenal,apns_send,success,,,cdd7df17-4a91-49fb-b5bf-505c3818c9a4,apns:1991a9effbb0:cdd7df17-4a91-49fb-b5bf-505c3818c9a4,200,,success,2026-06-01 06:35:17.160719+00,2026-06-01 08:35:17.160719
7bee08bc-13a8-4022-b1d9-c2b019808012,arsenal,apns_send,success,,,cdd7df17-4a91-49fb-b5bf-505c3818c9a4,apns:23a0a4e56341:cdd7df17-4a91-49fb-b5bf-505c3818c9a4,200,,success,2026-06-01 06:35:17.436023+00,2026-06-01 08:35:17.436023
36ddd35c-84e0-42e1-881d-ac24608c6e2e,arsenal,publish,success,3376,"Push: 3 sent, 0 failed of 3 eligible",cdd7df17-4a91-49fb-b5bf-505c3818c9a4,,,,,2026-06-01 06:35:18.341823+00,2026-06-01 08:35:18.341823
a0623f44-1ef5-472a-8c5c-09a186ce3bf0,liverpool,routine_post,success,,"
",,post_news:liverpool,201,"[{""id"":""220aad1d-b264-4bd7-8f52-8014b9ed20a9"",""team_id"":""liverpool"",""type"":""news"",""headline"":""Liverpool goalkeeper Alisson is reportedly pushing for a move to Juventus this summer, according to BBC Sp",success,2026-06-01 06:38:38.320755+00,2026-06-01 08:38:38.320755
1193353c-606a-40f9-8fcc-f74929b28391,man_utd,routine_post,failure,,"HTTP 400
",,post_news:man_utd,400,"{""code"":""23514"",""details"":""Failing row contains (141a27d1-50c3-488e-bd58-0b16e20759a1, man_utd, news, Manchester United midfielder Manuel Ugarte is in Uruguay's World..., Man United's summer just got ",post_rejected,2026-06-01 06:40:01.4555+00,2026-06-01 08:40:01.4555
55eceb15-eea9-431f-b0fc-6bcb4d103aad,man_utd,routine_post,failure,,"HTTP 400
",,post_news:man_utd,400,"{""code"":""23514"",""details"":""Failing row contains (c3fedb39-ace2-4b00-bbc7-851ece7ccf48, man_utd, news, Manchester United midfielder Manuel Ugarte is in Uruguay's World..., Man United's summer just got ",post_rejected,2026-06-01 06:40:18.978179+00,2026-06-01 08:40:18.978179
79bac867-9193-4776-9785-72520ee95db2,man_utd,routine_post,success,,"
",,post_news:man_utd,201,"[{""id"":""ce30d7b1-2f88-4cce-bcec-eff7c5633025"",""team_id"":""man_utd"",""type"":""news"",""headline"":""Manchester United midfielder Manuel Ugarte is in Uruguay's World Cup squad. Luis Suarez (former Uruguay stri",success,2026-06-01 06:40:27.494626+00,2026-06-01 08:40:27.494626
e5d0785f-837b-40ee-a208-cdbb3addcc12,brazil,routine_post,success,,"
",,post_news:brazil,201,"[{""id"":""4109bfc9-04d3-4585-9394-6cbb0c177a7b"",""team_id"":""brazil"",""type"":""news"",""headline"":""Brazil thumped Panama 6-2 in Rio de Janeiro on Sunday, with six different players on the scoresheet. Four goa",success,2026-06-01 06:47:22.026602+00,2026-06-01 08:47:22.026602
94fbdfdf-9fe6-4b89-be75-153d0bf7d633,brazil,routine_post,success,,"
",,post_news:brazil,201,"[{""id"":""2467c9cf-7d98-48c9-9d86-dc85954c3ebf"",""team_id"":""brazil"",""type"":""news"",""headline"":""Brazil manager Carlo Ancelotti faced resistance from a skeptical public. He has been working to restore calm ",success,2026-06-01 06:47:36.61858+00,2026-06-01 08:47:36.61858
304d3aab-23ab-44fd-8b00-0d87bb7f4a38,scotland,routine_post,success,,"
",,post_news:scotland,201,"[{""id"":""7f7308c3-88fb-4eec-971c-ff4a651efacc"",""team_id"":""scotland"",""type"":""news"",""headline"":""Man Utd teenager Tyler Fletcher was expecting to watch the World Cup as a fan this summer. Now he's in Scot",success,2026-06-01 06:47:50.388559+00,2026-06-01 08:47:50.388559
13789aae-8ae5-4853-92fa-0aee7f0f3d08,arsenal,fetch,success,10994,"Fetched 14 sources, 14 logs stored",,,,,,2026-06-01 08:00:12.44229+00,2026-06-01 10:00:12.44229
6e72b74c-0b25-4da2-a3ba-e292a1404f33,man_utd,fetch,success,1571,"Fetched 14 sources, 14 logs stored",,,,,,2026-06-01 08:00:14.059499+00,2026-06-01 10:00:14.059499
81336019-4a86-4f5f-b41d-a4009fcc2f5f,west_ham,fetch,success,1148,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 08:00:15.243121+00,2026-06-01 10:00:15.243121
1eb58604-e837-4a98-946c-a6e1082696a0,aston_villa,fetch,success,1146,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 08:00:16.420016+00,2026-06-01 10:00:16.420016
2e2fb4a9-ea20-4963-95c0-fe8618c72dd5,bournemouth,fetch,success,972,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 08:00:17.413149+00,2026-06-01 10:00:17.413149
d21790dc-6dd6-471b-9324-07c6417312cb,brentford,fetch,success,1070,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:18.505751+00,2026-06-01 10:00:18.505751
8f3b1e2b-4ebb-414a-bc04-bf6737057dd5,brighton,fetch,success,1179,"Fetched 13 sources, 13 logs stored",,,,,,2026-06-01 08:00:19.705094+00,2026-06-01 10:00:19.705094
94659523-927a-4b11-bde8-15b1935ae1fd,chelsea,fetch,success,981,"Fetched 13 sources, 13 logs stored",,,,,,2026-06-01 08:00:20.705059+00,2026-06-01 10:00:20.705059
42816483-70b7-466f-b2fc-27c383227b7e,crystal_palace,fetch,success,750,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 08:00:21.475267+00,2026-06-01 10:00:21.475267
70637443-4be1-4bee-bc56-58483d4f8418,everton,fetch,success,793,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:22.288096+00,2026-06-01 10:00:22.288096
8c5b944b-7a9f-4291-8ac4-d6b210380981,fulham,fetch,success,697,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:23.003796+00,2026-06-01 10:00:23.003796
1744b343-abac-4b30-bf20-e4ec9c99d892,ipswich,fetch,success,597,"Fetched 8 sources, 8 logs stored",,,,,,2026-06-01 08:00:23.62119+00,2026-06-01 10:00:23.62119
3b047aab-49ad-4027-bf58-33b28c4c1fc2,leicester,fetch,success,656,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 08:00:24.29822+00,2026-06-01 10:00:24.29822
e1622583-89f7-4d4c-b2e2-2e7e11be0353,liverpool,fetch,success,827,"Fetched 15 sources, 15 logs stored",,,,,,2026-06-01 08:00:25.145896+00,2026-06-01 10:00:25.145896
19b18724-cbb6-45aa-af84-24b562dc331a,man_city,fetch,success,714,"Fetched 14 sources, 14 logs stored",,,,,,2026-06-01 08:00:25.879245+00,2026-06-01 10:00:25.879245
85c80272-7575-4136-8e47-7b556d20a509,newcastle,fetch,success,652,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 08:00:26.580821+00,2026-06-01 10:00:26.580821
8785eee6-ca19-4767-99e6-5f355e220bd5,nottm_forest,fetch,success,600,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 08:00:27.199267+00,2026-06-01 10:00:27.199267
08295f3c-f7ef-4dd3-a563-b453c7b08a30,southampton,fetch,success,626,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:27.851576+00,2026-06-01 10:00:27.851576
32b0783d-a305-471a-855b-fecd016d199a,spurs,fetch,success,557,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:28.430437+00,2026-06-01 10:00:28.430437
4580d9da-2c65-4d19-ab21-a43e2ece31cb,wolves,fetch,success,572,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 08:00:29.020438+00,2026-06-01 10:00:29.020438
a6f648ed-0163-4ae9-b6dc-68a435e33bcd,leeds,fetch,success,605,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 08:00:29.644807+00,2026-06-01 10:00:29.644807
009daceb-7810-41ce-af42-b7ae2a71d67a,sunderland,fetch,success,571,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 08:00:30.234114+00,2026-06-01 10:00:30.234114
5aa1003f-ffe3-4b3a-9857-165a69cd8ed2,burnley,fetch,success,564,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:30.815985+00,2026-06-01 10:00:30.815985
0114dba7-510d-4f23-b508-645c52dbe9ec,belgium,fetch,success,718,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 08:00:31.552544+00,2026-06-01 10:00:31.552544
1ec1ad68-fc83-45b5-8f89-79477cea6b5d,france,fetch,success,689,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 08:00:32.26003+00,2026-06-01 10:00:32.26003
41f2e0da-3460-4e4b-a689-3b650ab6972d,croatia,fetch,success,484,"Fetched 8 sources, 8 logs stored",,,,,,2026-06-01 08:00:32.759727+00,2026-06-01 10:00:32.759727
d42f1a29-33f6-42b6-be8a-631820cc7be6,sweden,fetch,success,435,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 08:00:33.214424+00,2026-06-01 10:00:33.214424
3a8b44cd-e3a1-4151-b1d1-b8719269ceeb,brazil,fetch,success,587,"Fetched 12 sources, 12 logs stored",,,,,,2026-06-01 08:00:33.819646+00,2026-06-01 10:00:33.819646
14fb6e5c-fc62-4c55-a86e-ac828b8b88a0,uruguay,fetch,success,493,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:34.332652+00,2026-06-01 10:00:34.332652
07fd003e-c671-42cb-8b4c-317e3966b809,colombia,fetch,success,470,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 08:00:34.821463+00,2026-06-01 10:00:34.821463
3cbf6dfe-d6ab-4670-9275-89177a2bcf69,spain,fetch,success,441,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:35.282045+00,2026-06-01 10:00:35.282045
d46a068e-294e-4925-a85e-779d85fce343,england,fetch,success,543,"Fetched 14 sources, 14 logs stored",,,,,,2026-06-01 08:00:35.869888+00,2026-06-01 10:00:35.869888
4062474e-0122-44f8-89a8-06fca2e1b41e,panama,fetch,success,477,"Fetched 8 sources, 8 logs stored",,,,,,2026-06-01 08:00:36.366911+00,2026-06-01 10:00:36.366911
f9f0fadf-1b46-43c6-acb5-4880ca3441f8,japan,fetch,success,553,"Fetched 11 sources, 11 logs stored",,,,,,2026-06-01 08:00:36.964161+00,2026-06-01 10:00:36.964161
f95c72f4-9ce6-4861-876d-7daa257bc96c,senegal,fetch,success,489,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 08:00:37.472972+00,2026-06-01 10:00:37.472972
936934e4-1810-4144-8b4a-8feb90db635e,switzerland,fetch,success,692,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 08:00:38.187058+00,2026-06-01 10:00:38.187058
d76002aa-560d-4ddd-9804-ab2bf9c2c805,mexico,fetch,success,539,"Fetched 13 sources, 13 logs stored",,,,,,2026-06-01 08:00:38.746683+00,2026-06-01 10:00:38.746683
96780f36-b22a-4e4c-a6d7-b9efed2acc9e,south_korea,fetch,success,406,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 08:00:39.173538+00,2026-06-01 10:00:39.173538
5bb9f27b-0c64-4dee-af72-8257ff9d6e7d,australia,fetch,success,474,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 08:00:39.664757+00,2026-06-01 10:00:39.664757
52a97bbe-f116-4964-93ee-3d71ca152acb,iran,fetch,success,651,"Fetched 8 sources, 8 logs stored",,,,,,2026-06-01 08:00:40.336403+00,2026-06-01 10:00:40.336403
5884b739-9e85-4e03-beff-cccbd54959ba,saudi_arabia,fetch,success,459,"Fetched 7 sources, 7 logs stored",,,,,,2026-06-01 08:00:40.843309+00,2026-06-01 10:00:40.843309
77a32e77-893e-4a44-af60-0f600e890fcd,germany,fetch,success,498,"Fetched 10 sources, 10 logs stored",,,,,,2026-06-01 08:00:41.359306+00,2026-06-01 10:00:41.359306
0591a8ea-e2c0-46d1-8a32-4882c79f5365,argentina,fetch,success,412,"Fetched 9 sources, 9 logs stored",,,,,,2026-06-01 08:00:41.789513+00,2026-06-01 10:00:41.789513
d5595ffb-79d1-44ff-99b6-f4c1a5e4c6ed,portugal,fetch,success,253,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 08:00:42.060862+00,2026-06-01 10:00:42.060862
62fa8048-7d27-4563-8cae-4bf0425b906e,tunisia,fetch,failure,293,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 08:00:42.408829+00,2026-06-01 10:00:42.408829
6af64f6b-3996-4225-a678-aa59bb110247,morocco,fetch,success,320,"Fetched 1 sources, 1 logs stored",,,,,,2026-06-01 08:00:42.746278+00,2026-06-01 10:00:42.746278
7d782bc8-a90f-4020-bf91-659a20ad7c7c,egypt,fetch,failure,248,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 08:00:43.011086+00,2026-06-01 10:00:43.011086
e49b7a7b-b596-4bc3-8fb1-6fd15c339618,czech_republic,fetch,failure,281,"Fetched 0 sources, 0 logs stored",,,,,,2026-06-01 08:00:43.310578+00,2026-06-01 10:00:43.310578
